source,target,lr_pair,sum_count,interaction_key
dendritic cell,dendritic cell,SDC2_ADGRA2,11,dendritic cell_dendritic cell_SDC2_ADGRA2
macrophage,neutrophil,CCL8_CCR2,11,macrophage_neutrophil_CCL8_CCR2
monocyte,pericyte,CXCL11_ACKR3,11,monocyte_pericyte_CXCL11_ACKR3
endothelial cell,natural killer cell,CLEC2A_KLRB1,11,endothelial cell_natural killer cell_CLEC2A_KLRB1
monocyte,dendritic cell,CD55_ADGRE5,11,monocyte_dendritic cell_CD55_ADGRE5
monocyte,fat cell,CCL8_CCR1,11,monocyte_fat cell_CCL8_CCR1
mast cell,dendritic cell,COL4A1_SDC4,11,mast cell_dendritic cell_COL4A1_SDC4
mast cell,Tumor,ADM_CALCRL,11,mast cell_Tumor_ADM_CALCRL
macrophage,neutrophil,CCL7_CCR1,11,macrophage_neutrophil_CCL7_CCR1
muscle cell,mast cell,TNC_SDC4,11,muscle cell_mast cell_TNC_SDC4
fat cell,neutrophil,CCL8_CCR1,11,fat cell_neutrophil_CCL8_CCR1
endothelial cell,fat cell,LAMA3_DAG1,11,endothelial cell_fat cell_LAMA3_DAG1
fat cell,dendritic cell,CD55_ADGRE5,11,fat cell_dendritic cell_CD55_ADGRE5
fat cell,muscle cell,GZMA_F2R,11,fat cell_muscle cell_GZMA_F2R
mast cell,Tumor,MPZ_MPZL1,11,mast cell_Tumor_MPZ_MPZL1
muscle cell,T cell,ICAM1_SPN,11,muscle cell_T cell_ICAM1_SPN
mast cell,Tumor,CXCL12_ACKR3,11,mast cell_Tumor_CXCL12_ACKR3
muscle cell,fibroblast,THY1_ADGRE5,11,muscle cell_fibroblast_THY1_ADGRE5
fat cell,neutrophil,CD55_ADGRE5,11,fat cell_neutrophil_CD55_ADGRE5
dendritic cell,fibroblast,CXCL12_ACKR3,11,dendritic cell_fibroblast_CXCL12_ACKR3
Tumor,neutrophil,WNT5B_FZD4,11,Tumor_neutrophil_WNT5B_FZD4
Tumor,neutrophil,ANGPTL2_TLR4,11,Tumor_neutrophil_ANGPTL2_TLR4
dendritic cell,fibroblast,ANGPTL2_TLR4,11,dendritic cell_fibroblast_ANGPTL2_TLR4
monocyte,macrophage,COMP_CD36,11,monocyte_macrophage_COMP_CD36
Tumor,neutrophil,ADM_CALCRL,11,Tumor_neutrophil_ADM_CALCRL
muscle cell,mast cell,PDGFC_PDGFRA,11,muscle cell_mast cell_PDGFC_PDGFRA
muscle cell,mast cell,CSF1_CSF1R,11,muscle cell_mast cell_CSF1_CSF1R
fat cell,Tumor,TNFSF12_TNFRSF12A,11,fat cell_Tumor_TNFSF12_TNFRSF12A
dendritic cell,fat cell,THBS1_SDC4,11,dendritic cell_fat cell_THBS1_SDC4
muscle cell,B cell,GAS6_MERTK,11,muscle cell_B cell_GAS6_MERTK
fat cell,muscle cell,ADIPOQ_ADIPOR1,11,fat cell_muscle cell_ADIPOQ_ADIPOR1
muscle cell,mast cell,PROS1_MERTK,11,muscle cell_mast cell_PROS1_MERTK
dendritic cell,pericyte,CXCL12_ACKR3,11,dendritic cell_pericyte_CXCL12_ACKR3
fat cell,B cell,CCL8_CCR1,11,fat cell_B cell_CCL8_CCR1
mast cell,Tumor,BTLA_TNFRSF14,11,mast cell_Tumor_BTLA_TNFRSF14
muscle cell,B cell,CD55_ADGRE5,11,muscle cell_B cell_CD55_ADGRE5
fat cell,monocyte,GAS6_AXL,11,fat cell_monocyte_GAS6_AXL
Tumor,neutrophil,TNFSF11_TNFRSF11A,11,Tumor_neutrophil_TNFSF11_TNFRSF11A
fat cell,B cell,GAS6_MERTK,11,fat cell_B cell_GAS6_MERTK
dendritic cell,dendritic cell,JAM3_F11R,11,dendritic cell_dendritic cell_JAM3_F11R
muscle cell,fibroblast,THBS2_SDC4,11,muscle cell_fibroblast_THBS2_SDC4
dendritic cell,Tumor,TGFA_EGFR,11,dendritic cell_Tumor_TGFA_EGFR
dendritic cell,Tumor,NTN4_NTRK2,11,dendritic cell_Tumor_NTN4_NTRK2
monocyte,muscle cell,CD55_ADGRE5,11,monocyte_muscle cell_CD55_ADGRE5
macrophage,neutrophil,TNFSF13B_TNFRSF17,11,macrophage_neutrophil_TNFSF13B_TNFRSF17
fat cell,Tumor,CCL8_CCR1,11,fat cell_Tumor_CCL8_CCR1
mast cell,macrophage,JAM2_F11R,11,mast cell_macrophage_JAM2_F11R
monocyte,Tumor,TNC_SDC4,11,monocyte_Tumor_TNC_SDC4
endothelial cell,T cell,JAM2_F11R,11,endothelial cell_T cell_JAM2_F11R
endothelial cell,mast cell,SDC2_ADGRA2,11,endothelial cell_mast cell_SDC2_ADGRA2
Tumor,neutrophil,ICAM1_ITGAL,11,Tumor_neutrophil_ICAM1_ITGAL
endothelial cell,T cell,NECTIN3_TIGIT,11,endothelial cell_T cell_NECTIN3_TIGIT
dendritic cell,macrophage,TNC_SDC4,11,dendritic cell_macrophage_TNC_SDC4
monocyte,Tumor,ENTPD1_ADORA1,11,monocyte_Tumor_ENTPD1_ADORA1
dendritic cell,Tumor,JAM3_JAM3,11,dendritic cell_Tumor_JAM3_JAM3
dendritic cell,muscle cell,IGF2_IGF2R,11,dendritic cell_muscle cell_IGF2_IGF2R
fat cell,T cell,GZMA_F2R,11,fat cell_T cell_GZMA_F2R
dendritic cell,muscle cell,PROS1_AXL,11,dendritic cell_muscle cell_PROS1_AXL
endothelial cell,T cell,JAM3_F11R,11,endothelial cell_T cell_JAM3_F11R
fat cell,T cell,ICAM1_SPN,11,fat cell_T cell_ICAM1_SPN
fat cell,T cell,JAG1_NOTCH1,11,fat cell_T cell_JAG1_NOTCH1
endothelial cell,monocyte,ANGPT2_TEK,11,endothelial cell_monocyte_ANGPT2_TEK
endothelial cell,monocyte,GDF15_TGFBR2,11,endothelial cell_monocyte_GDF15_TGFBR2
dendritic cell,natural killer cell,SELPLG_SELL,11,dendritic cell_natural killer cell_SELPLG_SELL
monocyte,dendritic cell,THBS1_CD47,11,monocyte_dendritic cell_THBS1_CD47
Tumor,neutrophil,PDGFC_PDGFRA,11,Tumor_neutrophil_PDGFC_PDGFRA
Tumor,neutrophil,FGF1_FGFR1,11,Tumor_neutrophil_FGF1_FGFR1
fat cell,mast cell,MPZL1_MPZL1,11,fat cell_mast cell_MPZL1_MPZL1
macrophage,neutrophil,TNFSF13_TNFRSF17,11,macrophage_neutrophil_TNFSF13_TNFRSF17
fat cell,Tumor,CEACAM1_CEACAM8,11,fat cell_Tumor_CEACAM1_CEACAM8
dendritic cell,mast cell,CDH5_CDH5,11,dendritic cell_mast cell_CDH5_CDH5
mast cell,neutrophil,COL4A1_ADGRG6,11,mast cell_neutrophil_COL4A1_ADGRG6
muscle cell,monocyte,THBS1_SDC4,11,muscle cell_monocyte_THBS1_SDC4
fat cell,natural killer cell,LAMC1_DAG1,11,fat cell_natural killer cell_LAMC1_DAG1
muscle cell,monocyte,TNC_SDC4,11,muscle cell_monocyte_TNC_SDC4
endothelial cell,mast cell,IL16_CD4,11,endothelial cell_mast cell_IL16_CD4
mast cell,macrophage,COL4A5_CD44,11,mast cell_macrophage_COL4A5_CD44
monocyte,Tumor,COL4A1_ADGRG6,11,monocyte_Tumor_COL4A1_ADGRG6
dendritic cell,dendritic cell,ANGPTL4_SDC2,11,dendritic cell_dendritic cell_ANGPTL4_SDC2
monocyte,Tumor,COL4A1_SDC4,11,monocyte_Tumor_COL4A1_SDC4
dendritic cell,muscle cell,DLL3_NOTCH2,11,dendritic cell_muscle cell_DLL3_NOTCH2
macrophage,natural killer cell,SELPLG_SELL,11,macrophage_natural killer cell_SELPLG_SELL
monocyte,Tumor,COL4A2_SDC4,11,monocyte_Tumor_COL4A2_SDC4
macrophage,pericyte,F11R_F11R,11,macrophage_pericyte_F11R_F11R
dendritic cell,muscle cell,DLL3_NOTCH3,11,dendritic cell_muscle cell_DLL3_NOTCH3
dendritic cell,muscle cell,FLRT3_ADGRL1,11,dendritic cell_muscle cell_FLRT3_ADGRL1
monocyte,Tumor,COL4A2_ADGRG6,11,monocyte_Tumor_COL4A2_ADGRG6
mast cell,neutrophil,CD46_JAG1,10,mast cell_neutrophil_CD46_JAG1
T cell,B cell,PECAM1_PECAM1,10,T cell_B cell_PECAM1_PECAM1
fibroblast,T cell,NECTIN2_CD226,10,fibroblast_T cell_NECTIN2_CD226
natural killer cell,macrophage,CD96_PVR,10,natural killer cell_macrophage_CD96_PVR
B cell,neutrophil,PECAM1_CD38,10,B cell_neutrophil_PECAM1_CD38
T cell,B cell,LGALS9_HAVCR2,10,T cell_B cell_LGALS9_HAVCR2
muscle cell,B cell,NECTIN2_TIGIT,10,muscle cell_B cell_NECTIN2_TIGIT
macrophage,B cell,CCL7_CCR1,10,macrophage_B cell_CCL7_CCR1
macrophage,dendritic cell,PECAM1_CD177,10,macrophage_dendritic cell_PECAM1_CD177
Tumor,T cell,SIGLEC1_SPN,10,Tumor_T cell_SIGLEC1_SPN
Tumor,pericyte,ADCYAP1_ADCYAP1R1,10,Tumor_pericyte_ADCYAP1_ADCYAP1R1
Tumor,neutrophil,LPAR3_ADGRE5,10,Tumor_neutrophil_LPAR3_ADGRE5
T cell,T cell,ICAM1_ITGAL,10,T cell_T cell_ICAM1_ITGAL
mast cell,muscle cell,COL4A2_ADGRG6,10,mast cell_muscle cell_COL4A2_ADGRG6
B cell,endothelial cell,PDGFA_PDGFRB,10,B cell_endothelial cell_PDGFA_PDGFRB
macrophage,pericyte,PECAM1_CD38,10,macrophage_pericyte_PECAM1_CD38
fat cell,neutrophil,CEACAM1_CEACAM8,10,fat cell_neutrophil_CEACAM1_CEACAM8
Tumor,B cell,TNFSF11_TNFRSF11A,10,Tumor_B cell_TNFSF11_TNFRSF11A
Tumor,T cell,CXCL16_CXCR6,10,Tumor_T cell_CXCL16_CXCR6
Tumor,neutrophil,PDGFA_PDGFRA,10,Tumor_neutrophil_PDGFA_PDGFRA
Tumor,neutrophil,TNFSF14_LTBR,10,Tumor_neutrophil_TNFSF14_LTBR
Tumor,neutrophil,THBS2_CD36,10,Tumor_neutrophil_THBS2_CD36
endothelial cell,T cell,ULBP2_KLRK1,10,endothelial cell_T cell_ULBP2_KLRK1
muscle cell,macrophage,COL4A5_CD44,10,muscle cell_macrophage_COL4A5_CD44
mast cell,endothelial cell,ENTPD1_ADORA3,10,mast cell_endothelial cell_ENTPD1_ADORA3
B cell,pericyte,THY1_ADGRE2,10,B cell_pericyte_THY1_ADGRE2
mast cell,muscle cell,PLAU_PLAUR,10,mast cell_muscle cell_PLAU_PLAUR
neutrophil,fat cell,LAMB3_CD44,10,neutrophil_fat cell_LAMB3_CD44
mast cell,endothelial cell,JAM2_F11R,10,mast cell_endothelial cell_JAM2_F11R
mast cell,natural killer cell,COL4A1_SDC4,10,mast cell_natural killer cell_COL4A1_SDC4
mast cell,endothelial cell,JAM2_JAM3,10,mast cell_endothelial cell_JAM2_JAM3
Tumor,neutrophil,THY1_ADGRE2,10,Tumor_neutrophil_THY1_ADGRE2
neutrophil,fat cell,TNC_SDC4,10,neutrophil_fat cell_TNC_SDC4
macrophage,B cell,CLDN1_CLDN1,10,macrophage_B cell_CLDN1_CLDN1
fibroblast,T cell,IGF2_IGF2R,10,fibroblast_T cell_IGF2_IGF2R
B cell,fat cell,CSF1_CSF1R,10,B cell_fat cell_CSF1_CSF1R
monocyte,pericyte,VEGFC_VEGFR2,10,monocyte_pericyte_VEGFC_VEGFR2
fat cell,fat cell,PECAM1_CD38,10,fat cell_fat cell_PECAM1_CD38
neutrophil,fat cell,WNT5A_FZD1,10,neutrophil_fat cell_WNT5A_FZD1
fat cell,fibroblast,ADIPOQ_ADIPOR1,10,fat cell_fibroblast_ADIPOQ_ADIPOR1
mast cell,natural killer cell,COL4A2_SDC4,10,mast cell_natural killer cell_COL4A2_SDC4
B cell,fat cell,LAMC1_CD44,10,B cell_fat cell_LAMC1_CD44
neutrophil,fibroblast,ANGPTL4_CDH11,10,neutrophil_fibroblast_ANGPTL4_CDH11
fat cell,monocyte,PROS1_MERTK,10,fat cell_monocyte_PROS1_MERTK
neutrophil,fibroblast,ANGPTL4_SDC2,10,neutrophil_fibroblast_ANGPTL4_SDC2
macrophage,B cell,CXCL13_CXCR5,10,macrophage_B cell_CXCL13_CXCR5
dendritic cell,macrophage,IGF2_IGF2R,10,dendritic cell_macrophage_IGF2_IGF2R
macrophage,mast cell,CCL7_CCR1,10,macrophage_mast cell_CCL7_CCR1
B cell,fat cell,THBS1_CD36,10,B cell_fat cell_THBS1_CD36
B cell,macrophage,SELL_PODXL,10,B cell_macrophage_SELL_PODXL
B cell,mast cell,CD55_ADGRE5,10,B cell_mast cell_CD55_ADGRE5
macrophage,mast cell,LGALS9_HAVCR2,10,macrophage_mast cell_LGALS9_HAVCR2
pericyte,fibroblast,DLL4_NOTCH2,10,pericyte_fibroblast_DLL4_NOTCH2
macrophage,pericyte,CXCL12_CXCR4,10,macrophage_pericyte_CXCL12_CXCR4
Tumor,fat cell,ANGPT1_TEK,10,Tumor_fat cell_ANGPT1_TEK
dendritic cell,Tumor,WNT5A_FZD3,10,dendritic cell_Tumor_WNT5A_FZD3
macrophage,mast cell,PTPRM_PTPRM,10,macrophage_mast cell_PTPRM_PTPRM
B cell,macrophage,SEMA4D_CD72,10,B cell_macrophage_SEMA4D_CD72
neutrophil,T cell,PLAU_PLAUR,10,neutrophil_T cell_PLAU_PLAUR
mast cell,fibroblast,CXCL12_ACKR3,10,mast cell_fibroblast_CXCL12_ACKR3
neutrophil,Tumor,ADM_CALCRL,10,neutrophil_Tumor_ADM_CALCRL
neutrophil,Tumor,ANGPTL2_TLR4,10,neutrophil_Tumor_ANGPTL2_TLR4
neutrophil,Tumor,ANGPTL4_SDC4,10,neutrophil_Tumor_ANGPTL4_SDC4
pericyte,fibroblast,ANGPT2_TEK,10,pericyte_fibroblast_ANGPT2_TEK
B cell,monocyte,THBS1_CD47,10,B cell_monocyte_THBS1_CD47
B cell,macrophage,COMP_CD47,10,B cell_macrophage_COMP_CD47
B cell,macrophage,COMP_CD36,10,B cell_macrophage_COMP_CD36
B cell,monocyte,THY1_ADGRE5,10,B cell_monocyte_THY1_ADGRE5
pericyte,fibroblast,IL34_CSF1R,10,pericyte_fibroblast_IL34_CSF1R
macrophage,mast cell,JAG1_NOTCH1,10,macrophage_mast cell_JAG1_NOTCH1
Tumor,fat cell,PROS1_MERTK,10,Tumor_fat cell_PROS1_MERTK
mast cell,macrophage,CD55_ADGRE5,10,mast cell_macrophage_CD55_ADGRE5
dendritic cell,Tumor,COL4A5_CD44,10,dendritic cell_Tumor_COL4A5_CD44
dendritic cell,Tumor,COMP_CD47,10,dendritic cell_Tumor_COMP_CD47
macrophage,mast cell,GJA1_GJA1,10,macrophage_mast cell_GJA1_GJA1
B cell,mast cell,LAMB3_CD44,10,B cell_mast cell_LAMB3_CD44
B cell,mast cell,LAMA3_CD44,10,B cell_mast cell_LAMA3_CD44
pericyte,fibroblast,THBS1_SDC4,10,pericyte_fibroblast_THBS1_SDC4
B cell,mast cell,THBS1_SDC4,10,B cell_mast cell_THBS1_SDC4
dendritic cell,Tumor,DLL3_NOTCH1,10,dendritic cell_Tumor_DLL3_NOTCH1
natural killer cell,pericyte,SDC2_ADGRA2,10,natural killer cell_pericyte_SDC2_ADGRA2
pericyte,fibroblast,THBS2_SDC4,10,pericyte_fibroblast_THBS2_SDC4
dendritic cell,Tumor,DLL3_NOTCH2,10,dendritic cell_Tumor_DLL3_NOTCH2
B cell,mast cell,TNC_SDC4,10,B cell_mast cell_TNC_SDC4
macrophage,pericyte,ADCYAP1_ADCYAP1R1,10,macrophage_pericyte_ADCYAP1_ADCYAP1R1
dendritic cell,Tumor,FLRT3_ADGRL1,10,dendritic cell_Tumor_FLRT3_ADGRL1
dendritic cell,Tumor,IGF2_IGF2R,10,dendritic cell_Tumor_IGF2_IGF2R
B cell,mast cell,GDF15_TGFBR2,10,B cell_mast cell_GDF15_TGFBR2
Tumor,fat cell,FGF7_FGFR1,10,Tumor_fat cell_FGF7_FGFR1
mast cell,fibroblast,FGF2_FGFR1,10,mast cell_fibroblast_FGF2_FGFR1
B cell,fibroblast,TNFSF14_TNFRSF14,10,B cell_fibroblast_TNFSF14_TNFRSF14
macrophage,B cell,GAS6_MERTK,10,macrophage_B cell_GAS6_MERTK
pericyte,mast cell,PDGFB_PDGFRA,10,pericyte_mast cell_PDGFB_PDGFRA
pericyte,fat cell,CD55_ADGRE5,10,pericyte_fat cell_CD55_ADGRE5
Tumor,dendritic cell,IGF2_IGF2R,10,Tumor_dendritic cell_IGF2_IGF2R
dendritic cell,fat cell,THBS1_CD47,10,dendritic cell_fat cell_THBS1_CD47
Tumor,dendritic cell,GJA1_GJA1,10,Tumor_dendritic cell_GJA1_GJA1
dendritic cell,fat cell,VEGFC_VEGFR2R3,10,dendritic cell_fat cell_VEGFC_VEGFR2R3
dendritic cell,fat cell,VEGFC_VEGFR3,10,dendritic cell_fat cell_VEGFC_VEGFR3
dendritic cell,fat cell,WNT5A_FZD4,10,dendritic cell_fat cell_WNT5A_FZD4
mast cell,monocyte,F11R_F11R,10,mast cell_monocyte_F11R_F11R
macrophage,B cell,GAS6_TYRO3,10,macrophage_B cell_GAS6_TYRO3
B cell,fibroblast,TNFSF14_LTBR,10,B cell_fibroblast_TNFSF14_LTBR
macrophage,mast cell,ANGPTL2_TLR4,10,macrophage_mast cell_ANGPTL2_TLR4
Tumor,fat cell,VEGFA_VEGFR2,10,Tumor_fat cell_VEGFA_VEGFR2
B cell,fat cell,TNFSF14_TNFRSF14,10,B cell_fat cell_TNFSF14_TNFRSF14
B cell,fat cell,TNFSF14_LTBR,10,B cell_fat cell_TNFSF14_LTBR
muscle cell,T cell,NECTIN2_CD226,10,muscle cell_T cell_NECTIN2_CD226
B cell,neutrophil,GZMA_F2RL3,10,B cell_neutrophil_GZMA_F2RL3
natural killer cell,mast cell,CD96_PVR,10,natural killer cell_mast cell_CD96_PVR
natural killer cell,mast cell,CD46_JAG1,10,natural killer cell_mast cell_CD46_JAG1
pericyte,fat cell,COL4A1_ADGRG6,10,pericyte_fat cell_COL4A1_ADGRG6
neutrophil,fibroblast,WNT5A_FZD1,10,neutrophil_fibroblast_WNT5A_FZD1
B cell,fibroblast,FGF1_FGFR1,10,B cell_fibroblast_FGF1_FGFR1
Tumor,dendritic cell,JAG1_NOTCH2,10,Tumor_dendritic cell_JAG1_NOTCH2
fat cell,fibroblast,GZMA_F2R,10,fat cell_fibroblast_GZMA_F2R
fibroblast,dendritic cell,JAG1_NOTCH4,10,fibroblast_dendritic cell_JAG1_NOTCH4
dendritic cell,T cell,CCL8_CCR1,10,dendritic cell_T cell_CCL8_CCR1
dendritic cell,endothelial cell,IGF2_IGF2R,10,dendritic cell_endothelial cell_IGF2_IGF2R
pericyte,fat cell,LAMB3_DAG1,10,pericyte_fat cell_LAMB3_DAG1
pericyte,mast cell,COL4A1_ADGRG6,10,pericyte_mast cell_COL4A1_ADGRG6
B cell,fibroblast,LAMC1_CD44,10,B cell_fibroblast_LAMC1_CD44
pericyte,mast cell,COL4A2_ADGRG6,10,pericyte_mast cell_COL4A2_ADGRG6
natural killer cell,muscle cell,GRN_SORT1,10,natural killer cell_muscle cell_GRN_SORT1
B cell,muscle cell,PROS1_AXL,10,B cell_muscle cell_PROS1_AXL
macrophage,endothelial cell,CD55_ADGRE5,10,macrophage_endothelial cell_CD55_ADGRE5
muscle cell,Tumor,IGF2_IGF2R,10,muscle cell_Tumor_IGF2_IGF2R
natural killer cell,muscle cell,CD96_PVR,10,natural killer cell_muscle cell_CD96_PVR
macrophage,mast cell,CCL8_CCR1,10,macrophage_mast cell_CCL8_CCR1
dendritic cell,fat cell,PDGFB_PDGFRA,10,dendritic cell_fat cell_PDGFB_PDGFRA
B cell,muscle cell,WNT5A_MCAM,10,B cell_muscle cell_WNT5A_MCAM
pericyte,fat cell,COL4A2_ADGRG6,10,pericyte_fat cell_COL4A2_ADGRG6
endothelial cell,T cell,GJA1_GJA1,10,endothelial cell_T cell_GJA1_GJA1
T cell,T cell,ICAM1_SPN,10,T cell_T cell_ICAM1_SPN
Tumor,B cell,IL34_CSF1R,10,Tumor_B cell_IL34_CSF1R
muscle cell,mast cell,THBS2_SDC4,10,muscle cell_mast cell_THBS2_SDC4
B cell,Tumor,BTLA_TNFRSF14,10,B cell_Tumor_BTLA_TNFRSF14
Tumor,macrophage,LPAR1_ADGRE5,10,Tumor_macrophage_LPAR1_ADGRE5
macrophage,Tumor,ICAM1_SPN,10,macrophage_Tumor_ICAM1_SPN
Tumor,macrophage,PDGFA_PDGFRB,10,Tumor_macrophage_PDGFA_PDGFRB
Tumor,natural killer cell,JAG1_NOTCH2,10,Tumor_natural killer cell_JAG1_NOTCH2
muscle cell,pericyte,IGF2_IGF1R,10,muscle cell_pericyte_IGF2_IGF1R
neutrophil,muscle cell,THBS1_CD47,10,neutrophil_muscle cell_THBS1_CD47
dendritic cell,neutrophil,PROS1_MERTK,10,dendritic cell_neutrophil_PROS1_MERTK
pericyte,T cell,JAM3_F11R,10,pericyte_T cell_JAM3_F11R
dendritic cell,neutrophil,PROS1_AXL,10,dendritic cell_neutrophil_PROS1_AXL
pericyte,T cell,DLL4_NOTCH1,10,pericyte_T cell_DLL4_NOTCH1
dendritic cell,neutrophil,ICAM1_SPN,10,dendritic cell_neutrophil_ICAM1_SPN
Tumor,mast cell,GAS6_MERTK,10,Tumor_mast cell_GAS6_MERTK
Tumor,natural killer cell,CD99_CD99,10,Tumor_natural killer cell_CD99_CD99
pericyte,B cell,THY1_ADGRE2,10,pericyte_B cell_THY1_ADGRE2
neutrophil,neutrophil,COL4A3_SDC4,10,neutrophil_neutrophil_COL4A3_SDC4
Tumor,mast cell,IL34_CSF1R,10,Tumor_mast cell_IL34_CSF1R
dendritic cell,neutrophil,APP_TNFRSF21,10,dendritic cell_neutrophil_APP_TNFRSF21
monocyte,Tumor,CCL8_CCR1,10,monocyte_Tumor_CCL8_CCR1
macrophage,dendritic cell,CLDN1_CLDN1,10,macrophage_dendritic cell_CLDN1_CLDN1
B cell,Tumor,CCL8_CCR1,10,B cell_Tumor_CCL8_CCR1
T cell,dendritic cell,SELPLG_SELL,10,T cell_dendritic cell_SELPLG_SELL
muscle cell,mast cell,THBS1_SDC4,10,muscle cell_mast cell_THBS1_SDC4
macrophage,Tumor,CXCL12_CXCR4,10,macrophage_Tumor_CXCL12_CXCR4
T cell,dendritic cell,THBS1_CD47,10,T cell_dendritic cell_THBS1_CD47
B cell,Tumor,IGF2_IGF2R,10,B cell_Tumor_IGF2_IGF2R
T cell,dendritic cell,THBS1_SDC4,10,T cell_dendritic cell_THBS1_SDC4
T cell,dendritic cell,THY1_ADGRE2,10,T cell_dendritic cell_THY1_ADGRE2
dendritic cell,monocyte,CCL8_CCR1,10,dendritic cell_monocyte_CCL8_CCR1
dendritic cell,monocyte,CCL8_CCR2,10,dendritic cell_monocyte_CCL8_CCR2
neutrophil,muscle cell,CD209_CEACAM1,10,neutrophil_muscle cell_CD209_CEACAM1
mast cell,pericyte,JAM2_JAM3,10,mast cell_pericyte_JAM2_JAM3
fibroblast,pericyte,THY1_ADGRE2,10,fibroblast_pericyte_THY1_ADGRE2
fibroblast,natural killer cell,JAG1_NOTCH2,10,fibroblast_natural killer cell_JAG1_NOTCH2
mast cell,pericyte,PECAM1_CD38,10,mast cell_pericyte_PECAM1_CD38
pericyte,neutrophil,SDC2_ADGRA2,10,pericyte_neutrophil_SDC2_ADGRA2
dendritic cell,monocyte,PECAM1_CD38,10,dendritic cell_monocyte_PECAM1_CD38
Tumor,neutrophil,JAM2_F11R,10,Tumor_neutrophil_JAM2_F11R
fibroblast,B cell,PLAU_PLAUR,10,fibroblast_B cell_PLAU_PLAUR
B cell,Tumor,CD99_CD99,10,B cell_Tumor_CD99_CD99
neutrophil,muscle cell,LAMB3_CD44,10,neutrophil_muscle cell_LAMB3_CD44
Tumor,macrophage,JAG1_NOTCH1,10,Tumor_macrophage_JAG1_NOTCH1
neutrophil,neutrophil,FGF1_FGFR2,10,neutrophil_neutrophil_FGF1_FGFR2
muscle cell,monocyte,GAS6_AXL,10,muscle cell_monocyte_GAS6_AXL
neutrophil,neutrophil,FGF1_FGFR3,10,neutrophil_neutrophil_FGF1_FGFR3
pericyte,B cell,ICAM1_SPN,10,pericyte_B cell_ICAM1_SPN
T cell,mast cell,LGALS9_HAVCR2,10,T cell_mast cell_LGALS9_HAVCR2
fibroblast,fibroblast,CD55_ADGRE5,10,fibroblast_fibroblast_CD55_ADGRE5
monocyte,dendritic cell,SELPLG_SELL,10,monocyte_dendritic cell_SELPLG_SELL
macrophage,fibroblast,CXCL12_CXCR4,10,macrophage_fibroblast_CXCL12_CXCR4
mast cell,B cell,VEGFA_VEGFR2,10,mast cell_B cell_VEGFA_VEGFR2
monocyte,dendritic cell,PVR_CD226,10,monocyte_dendritic cell_PVR_CD226
Tumor,monocyte,CXCL5_CXCR1,10,Tumor_monocyte_CXCL5_CXCR1
monocyte,dendritic cell,NECTIN2_CD226,10,monocyte_dendritic cell_NECTIN2_CD226
mast cell,B cell,THBS1_SDC4,10,mast cell_B cell_THBS1_SDC4
Tumor,monocyte,CXCL6_CXCR1,10,Tumor_monocyte_CXCL6_CXCR1
T cell,mast cell,CCL8_CCR1,10,T cell_mast cell_CCL8_CCR1
Tumor,monocyte,DLK1_NOTCH2,10,Tumor_monocyte_DLK1_NOTCH2
monocyte,dendritic cell,CXCL9_CXCR3,10,monocyte_dendritic cell_CXCL9_CXCR3
T cell,macrophage,LAMC2_CD44,10,T cell_macrophage_LAMC2_CD44
mast cell,B cell,PVR_CD226,10,mast cell_B cell_PVR_CD226
T cell,macrophage,SELL_PODXL,10,T cell_macrophage_SELL_PODXL
Tumor,monocyte,GJC1_GJA1,10,Tumor_monocyte_GJC1_GJA1
mast cell,B cell,LGALS9_HAVCR2,10,mast cell_B cell_LGALS9_HAVCR2
monocyte,dendritic cell,CCL8_CCR1,10,monocyte_dendritic cell_CCL8_CCR1
fibroblast,B cell,C4A_C3AR1,10,fibroblast_B cell_C4A_C3AR1
pericyte,B cell,ANGPTL4_SDC4,10,pericyte_B cell_ANGPTL4_SDC4
Tumor,muscle cell,ANGPTL4_SDC3,10,Tumor_muscle cell_ANGPTL4_SDC3
fibroblast,neutrophil,GAS6_AXL,10,fibroblast_neutrophil_GAS6_AXL
macrophage,Tumor,SIGLEC1_SPN,10,macrophage_Tumor_SIGLEC1_SPN
B cell,T cell,CLEC2A_KLRB1,10,B cell_T cell_CLEC2A_KLRB1
fibroblast,neutrophil,COL4A1_ADGRG6,10,fibroblast_neutrophil_COL4A1_ADGRG6
B cell,T cell,CD55_ADGRE5,10,B cell_T cell_CD55_ADGRE5
neutrophil,neutrophil,HSPG2_DAG1,10,neutrophil_neutrophil_HSPG2_DAG1
Tumor,muscle cell,PCDHB14_PCDHB14,10,Tumor_muscle cell_PCDHB14_PCDHB14
Tumor,mast cell,PROS1_MERTK,10,Tumor_mast cell_PROS1_MERTK
fibroblast,B cell,ANGPTL2_TLR4,10,fibroblast_B cell_ANGPTL2_TLR4
neutrophil,neutrophil,MPZL1_MPZL1,10,neutrophil_neutrophil_MPZL1_MPZL1
Tumor,monocyte,CCL8_CCR2,10,Tumor_monocyte_CCL8_CCR2
monocyte,endothelial cell,PRNP_ADGRG6,10,monocyte_endothelial cell_PRNP_ADGRG6
fibroblast,B cell,ANGPTL4_SDC2,10,fibroblast_B cell_ANGPTL4_SDC2
T cell,fibroblast,SELL_CD34,10,T cell_fibroblast_SELL_CD34
fat cell,mast cell,LGALS9_HAVCR2,10,fat cell_mast cell_LGALS9_HAVCR2
