source,target,lr_pair,sum_count,interaction_key
endothelial cell,natural killer cell,PVR_TIGIT,23,endothelial cell_natural killer cell_PVR_TIGIT
endothelial cell,monocyte,DLL1_NOTCH1,23,endothelial cell_monocyte_DLL1_NOTCH1
Tumor,pericyte,LPAR1_ADGRE5,23,Tumor_pericyte_LPAR1_ADGRE5
muscle cell,fibroblast,ANGPTL4_SDC2,23,muscle cell_fibroblast_ANGPTL4_SDC2
muscle cell,fat cell,FGF7_FGFR1,23,muscle cell_fat cell_FGF7_FGFR1
dendritic cell,Tumor,CXCL12_ACKR3,23,dendritic cell_Tumor_CXCL12_ACKR3
muscle cell,endothelial cell,GJC1_GJC1,23,muscle cell_endothelial cell_GJC1_GJC1
dendritic cell,dendritic cell,JAG1_NOTCH4,23,dendritic cell_dendritic cell_JAG1_NOTCH4
endothelial cell,monocyte,LAMA3_CD44,23,endothelial cell_monocyte_LAMA3_CD44
mast cell,natural killer cell,LGALS9_CD44,23,mast cell_natural killer cell_LGALS9_CD44
fibroblast,pericyte,ANGPTL4_CDH11,23,fibroblast_pericyte_ANGPTL4_CDH11
Tumor,mast cell,THBS2_CD36,23,Tumor_mast cell_THBS2_CD36
pericyte,B cell,COL4A2_SDC4,23,pericyte_B cell_COL4A2_SDC4
B cell,T cell,COL4A2_CD44,23,B cell_T cell_COL4A2_CD44
fibroblast,B cell,THBS1_SDC4,23,fibroblast_B cell_THBS1_SDC4
fibroblast,monocyte,GAS6_MERTK,23,fibroblast_monocyte_GAS6_MERTK
natural killer cell,T cell,SEMA4D_PLXNB2,23,natural killer cell_T cell_SEMA4D_PLXNB2
neutrophil,Tumor,GAS6_MERTK,23,neutrophil_Tumor_GAS6_MERTK
natural killer cell,dendritic cell,SEMA4D_PLXNB2,23,natural killer cell_dendritic cell_SEMA4D_PLXNB2
neutrophil,macrophage,ENTPD1_ADORA3,23,neutrophil_macrophage_ENTPD1_ADORA3
natural killer cell,endothelial cell,COMP_CD36,23,natural killer cell_endothelial cell_COMP_CD36
neutrophil,macrophage,CSF1_CSF1R,23,neutrophil_macrophage_CSF1_CSF1R
B cell,muscle cell,CD96_PVR,23,B cell_muscle cell_CD96_PVR
neutrophil,macrophage,BTLA_TNFRSF14,23,neutrophil_macrophage_BTLA_TNFRSF14
fibroblast,T cell,JAG1_NOTCH1,23,fibroblast_T cell_JAG1_NOTCH1
T cell,endothelial cell,CD40LG_CD40,23,T cell_endothelial cell_CD40LG_CD40
fibroblast,pericyte,NTN4_NTRK2,23,fibroblast_pericyte_NTN4_NTRK2
neutrophil,fat cell,ANGPTL4_SDC2,23,neutrophil_fat cell_ANGPTL4_SDC2
fibroblast,muscle cell,PROS1_AXL,23,fibroblast_muscle cell_PROS1_AXL
pericyte,Tumor,WNT5A_FZD3,23,pericyte_Tumor_WNT5A_FZD3
B cell,fat cell,COL4A2_CD44,23,B cell_fat cell_COL4A2_CD44
Tumor,Tumor,CDH1_CDH1,23,Tumor_Tumor_CDH1_CDH1
macrophage,Tumor,ADM_CALCRL,23,macrophage_Tumor_ADM_CALCRL
Tumor,Tumor,COL2A1_CD44,23,Tumor_Tumor_COL2A1_CD44
Tumor,Tumor,NCAM1_L1CAM,23,Tumor_Tumor_NCAM1_L1CAM
Tumor,dendritic cell,APP_TNFRSF21,23,Tumor_dendritic cell_APP_TNFRSF21
pericyte,mast cell,PECAM1_CD38,23,pericyte_mast cell_PECAM1_CD38
Tumor,dendritic cell,NECTIN2_CD226,23,Tumor_dendritic cell_NECTIN2_CD226
pericyte,B cell,COL4A1_SDC4,23,pericyte_B cell_COL4A1_SDC4
neutrophil,Tumor,CD209_CEACAM1,23,neutrophil_Tumor_CD209_CEACAM1
Tumor,dendritic cell,PVR_CD226,23,Tumor_dendritic cell_PVR_CD226
Tumor,dendritic cell,SEMA4D_PLXNB2,23,Tumor_dendritic cell_SEMA4D_PLXNB2
B cell,neutrophil,APP_SORL1,23,B cell_neutrophil_APP_SORL1
macrophage,dendritic cell,GAS6_AXL,23,macrophage_dendritic cell_GAS6_AXL
B cell,monocyte,LGALS9_HAVCR2,23,B cell_monocyte_LGALS9_HAVCR2
T cell,neutrophil,LGALS9_HAVCR2,23,T cell_neutrophil_LGALS9_HAVCR2
T cell,monocyte,CXCL12_CXCR4,23,T cell_monocyte_CXCL12_CXCR4
pericyte,muscle cell,JAM3_F11R,23,pericyte_muscle cell_JAM3_F11R
muscle cell,muscle cell,LAMC1_DAG1,23,muscle cell_muscle cell_LAMC1_DAG1
muscle cell,muscle cell,NCAM1_FGFR1,23,muscle cell_muscle cell_NCAM1_FGFR1
macrophage,fibroblast,FGF2_FGFR1,23,macrophage_fibroblast_FGF2_FGFR1
muscle cell,muscle cell,NCAM1_NCAM1,23,muscle cell_muscle cell_NCAM1_NCAM1
T cell,fibroblast,IL16_CD4,23,T cell_fibroblast_IL16_CD4
fibroblast,B cell,COL4A1_SDC4,23,fibroblast_B cell_COL4A1_SDC4
fibroblast,B cell,COL4A2_SDC4,23,fibroblast_B cell_COL4A2_SDC4
pericyte,B cell,TNC_SDC4,23,pericyte_B cell_TNC_SDC4
T cell,natural killer cell,SEMA4D_PLXNB2,23,T cell_natural killer cell_SEMA4D_PLXNB2
B cell,endothelial cell,LGALS9_CD44,23,B cell_endothelial cell_LGALS9_CD44
pericyte,T cell,NECTIN2_CD226,23,pericyte_T cell_NECTIN2_CD226
B cell,dendritic cell,BTLA_TNFRSF14,23,B cell_dendritic cell_BTLA_TNFRSF14
neutrophil,pericyte,VEGFA_VEGFR2,23,neutrophil_pericyte_VEGFA_VEGFR2
pericyte,Tumor,C4A_CR2,23,pericyte_Tumor_C4A_CR2
neutrophil,neutrophil,CD46_JAG1,23,neutrophil_neutrophil_CD46_JAG1
B cell,B cell,BTLA_TNFRSF14,23,B cell_B cell_BTLA_TNFRSF14
fibroblast,pericyte,ANGPTL2_TLR4,23,fibroblast_pericyte_ANGPTL2_TLR4
B cell,endothelial cell,SELPLG_SELE,23,B cell_endothelial cell_SELPLG_SELE
T cell,endothelial cell,CXCL12_CXCR4,23,T cell_endothelial cell_CXCL12_CXCR4
B cell,Tumor,CXCL12_ACKR3,23,B cell_Tumor_CXCL12_ACKR3
pericyte,Tumor,CDH2_CDH2,23,pericyte_Tumor_CDH2_CDH2
Tumor,mast cell,COMP_CD47,23,Tumor_mast cell_COMP_CD47
monocyte,neutrophil,IL16_CD4,22,monocyte_neutrophil_IL16_CD4
B cell,endothelial cell,VEGFC_VEGFR2,22,B cell_endothelial cell_VEGFC_VEGFR2
endothelial cell,monocyte,CCL8_CCR2,22,endothelial cell_monocyte_CCL8_CCR2
fibroblast,muscle cell,PDGFB_PDGFRB,22,fibroblast_muscle cell_PDGFB_PDGFRB
monocyte,monocyte,THBS1_CD47,22,monocyte_monocyte_THBS1_CD47
pericyte,B cell,GJC1_GJA1,22,pericyte_B cell_GJC1_GJA1
pericyte,monocyte,F11R_F11R,22,pericyte_monocyte_F11R_F11R
mast cell,macrophage,ICAM1_ITGAL,22,mast cell_macrophage_ICAM1_ITGAL
dendritic cell,mast cell,ADM_CALCRL,22,dendritic cell_mast cell_ADM_CALCRL
monocyte,monocyte,PECAM1_CD38,22,monocyte_monocyte_PECAM1_CD38
B cell,fat cell,CXCL12_CXCR4,22,B cell_fat cell_CXCL12_CXCR4
pericyte,monocyte,ICAM1_ITGAL,22,pericyte_monocyte_ICAM1_ITGAL
T cell,Tumor,TNC_SDC4,22,T cell_Tumor_TNC_SDC4
dendritic cell,muscle cell,GRN_SORT1,22,dendritic cell_muscle cell_GRN_SORT1
Tumor,muscle cell,DLK1_NOTCH3,22,Tumor_muscle cell_DLK1_NOTCH3
pericyte,Tumor,JAM2_F11R,22,pericyte_Tumor_JAM2_F11R
pericyte,B cell,PDGFA_PDGFRA,22,pericyte_B cell_PDGFA_PDGFRA
macrophage,B cell,APP_SORL1,22,macrophage_B cell_APP_SORL1
B cell,endothelial cell,VEGFC_VEGFR2R3,22,B cell_endothelial cell_VEGFC_VEGFR2R3
monocyte,fibroblast,CD46_JAG1,22,monocyte_fibroblast_CD46_JAG1
B cell,endothelial cell,VEGFC_VEGFR3,22,B cell_endothelial cell_VEGFC_VEGFR3
T cell,T cell,NCAM1_NCAM1,22,T cell_T cell_NCAM1_NCAM1
B cell,pericyte,CD6_ALCAM,22,B cell_pericyte_CD6_ALCAM
mast cell,B cell,PECAM1_PECAM1,22,mast cell_B cell_PECAM1_PECAM1
monocyte,Tumor,TNFSF10_TNFRSF10B,22,monocyte_Tumor_TNFSF10_TNFRSF10B
fat cell,macrophage,JAM2_F11R,22,fat cell_macrophage_JAM2_F11R
B cell,monocyte,APP_SORL1,22,B cell_monocyte_APP_SORL1
fibroblast,muscle cell,GRN_SORT1,22,fibroblast_muscle cell_GRN_SORT1
B cell,fibroblast,PLAU_PLAUR,22,B cell_fibroblast_PLAU_PLAUR
macrophage,neutrophil,CD86_CTLA4,22,macrophage_neutrophil_CD86_CTLA4
endothelial cell,macrophage,ANGPTL4_SDC2,22,endothelial cell_macrophage_ANGPTL4_SDC2
macrophage,neutrophil,PROS1_MERTK,22,macrophage_neutrophil_PROS1_MERTK
endothelial cell,dendritic cell,ANGPTL4_CDH11,22,endothelial cell_dendritic cell_ANGPTL4_CDH11
endothelial cell,dendritic cell,EDN1_EDNRA,22,endothelial cell_dendritic cell_EDN1_EDNRA
B cell,fibroblast,SDC2_ADGRA2,22,B cell_fibroblast_SDC2_ADGRA2
B cell,macrophage,C4A_C3AR1,22,B cell_macrophage_C4A_C3AR1
endothelial cell,dendritic cell,KITL_KIT,22,endothelial cell_dendritic cell_KITL_KIT
B cell,macrophage,TNC_SDC4,22,B cell_macrophage_TNC_SDC4
B cell,macrophage,THY1_ADGRE5,22,B cell_macrophage_THY1_ADGRE5
B cell,muscle cell,ANGPTL4_CDH11,22,B cell_muscle cell_ANGPTL4_CDH11
endothelial cell,dendritic cell,TNFSF12_TNFRSF12A,22,endothelial cell_dendritic cell_TNFSF12_TNFRSF12A
B cell,macrophage,THBS1_SDC4,22,B cell_macrophage_THBS1_SDC4
B cell,macrophage,SEMA7A_PLXNC1,22,B cell_macrophage_SEMA7A_PLXNC1
B cell,macrophage,PROS1_MERTK,22,B cell_macrophage_PROS1_MERTK
endothelial cell,fat cell,IGF2_IGF1R,22,endothelial cell_fat cell_IGF2_IGF1R
B cell,macrophage,PROS1_AXL,22,B cell_macrophage_PROS1_AXL
endothelial cell,fat cell,PECAM1_CD38,22,endothelial cell_fat cell_PECAM1_CD38
B cell,macrophage,LAMC2_CD44,22,B cell_macrophage_LAMC2_CD44
endothelial cell,fibroblast,GJC1_GJA1,22,endothelial cell_fibroblast_GJC1_GJA1
B cell,macrophage,LAMB3_CD44,22,B cell_macrophage_LAMB3_CD44
B cell,macrophage,LAMA3_CD44,22,B cell_macrophage_LAMA3_CD44
endothelial cell,fibroblast,EFNB2_EPHA4,22,endothelial cell_fibroblast_EFNB2_EPHA4
endothelial cell,T cell,SIGLEC1_SPN,22,endothelial cell_T cell_SIGLEC1_SPN
B cell,muscle cell,CD55_ADGRE5,22,B cell_muscle cell_CD55_ADGRE5
monocyte,T cell,PECAM1_PECAM1,22,monocyte_T cell_PECAM1_PECAM1
pericyte,fat cell,LAMA3_DAG1,22,pericyte_fat cell_LAMA3_DAG1
monocyte,T cell,CXCL16_CXCR6,22,monocyte_T cell_CXCL16_CXCR6
pericyte,fat cell,EDN1_EDNRA,22,pericyte_fat cell_EDN1_EDNRA
B cell,muscle cell,PDGFA_PDGFRB,22,B cell_muscle cell_PDGFA_PDGFRB
mast cell,pericyte,WNT5A_FZD4,22,mast cell_pericyte_WNT5A_FZD4
pericyte,monocyte,CCL14_CCR1,22,pericyte_monocyte_CCL14_CCR1
mast cell,pericyte,PDGFB_PDGFRA,22,mast cell_pericyte_PDGFB_PDGFRA
mast cell,pericyte,PDGFA_PDGFRA,22,mast cell_pericyte_PDGFA_PDGFRA
mast cell,pericyte,MPZ_MPZL1,22,mast cell_pericyte_MPZ_MPZL1
mast cell,pericyte,MPZL1_MPZL1,22,mast cell_pericyte_MPZL1_MPZL1
pericyte,monocyte,CCL13_CCR1,22,pericyte_monocyte_CCL13_CCR1
B cell,muscle cell,PDGFA_PDGFRA,22,B cell_muscle cell_PDGFA_PDGFRA
B cell,muscle cell,LAMC2_CD44,22,B cell_muscle cell_LAMC2_CD44
endothelial cell,B cell,CXCL9_CXCR3,22,endothelial cell_B cell_CXCL9_CXCR3
mast cell,natural killer cell,PECAM1_CD38,22,mast cell_natural killer cell_PECAM1_CD38
B cell,muscle cell,LAMB3_DAG1,22,B cell_muscle cell_LAMB3_DAG1
mast cell,pericyte,CDH5_CDH5,22,mast cell_pericyte_CDH5_CDH5
B cell,muscle cell,LAMB3_CD44,22,B cell_muscle cell_LAMB3_CD44
mast cell,pericyte,ANGPTL2_TLR4,22,mast cell_pericyte_ANGPTL2_TLR4
B cell,muscle cell,LAMA3_DAG1,22,B cell_muscle cell_LAMA3_DAG1
mast cell,neutrophil,PLAU_PLAUR,22,mast cell_neutrophil_PLAU_PLAUR
B cell,muscle cell,LAMA3_CD44,22,B cell_muscle cell_LAMA3_CD44
B cell,muscle cell,GDF15_TGFBR2,22,B cell_muscle cell_GDF15_TGFBR2
mast cell,neutrophil,LGALS9_HAVCR2,22,mast cell_neutrophil_LGALS9_HAVCR2
B cell,muscle cell,GAS6_AXL,22,B cell_muscle cell_GAS6_AXL
endothelial cell,T cell,CXCL16_CXCR6,22,endothelial cell_T cell_CXCL16_CXCR6
B cell,muscle cell,FLRT3_ADGRL1,22,B cell_muscle cell_FLRT3_ADGRL1
macrophage,B cell,CXCL16_CXCR6,22,macrophage_B cell_CXCL16_CXCR6
neutrophil,neutrophil,GJA1_GJA1,22,neutrophil_neutrophil_GJA1_GJA1
muscle cell,fibroblast,COL4A1_SDC4,22,muscle cell_fibroblast_COL4A1_SDC4
fat cell,Tumor,SEMA4D_PLXNB2,22,fat cell_Tumor_SEMA4D_PLXNB2
macrophage,fat cell,F11R_F11R,22,macrophage_fat cell_F11R_F11R
fat cell,Tumor,JAM3_JAM3,22,fat cell_Tumor_JAM3_JAM3
Tumor,neutrophil,TNFSF9_TNFRSF9,22,Tumor_neutrophil_TNFSF9_TNFRSF9
natural killer cell,monocyte,IL16_CD4,22,natural killer cell_monocyte_IL16_CD4
fat cell,neutrophil,COL4A1_SDC4,22,fat cell_neutrophil_COL4A1_SDC4
macrophage,macrophage,PTPRM_PTPRM,22,macrophage_macrophage_PTPRM_PTPRM
fat cell,T cell,SIGLEC1_SPN,22,fat cell_T cell_SIGLEC1_SPN
natural killer cell,monocyte,SEMA4D_PLXNB2,22,natural killer cell_monocyte_SEMA4D_PLXNB2
fat cell,T cell,JAG1_NOTCH2,22,fat cell_T cell_JAG1_NOTCH2
Tumor,pericyte,IGF2_IGF1R,22,Tumor_pericyte_IGF2_IGF1R
neutrophil,B cell,PLAU_PLAUR,22,neutrophil_B cell_PLAU_PLAUR
macrophage,macrophage,VEGFA_VEGFR2,22,macrophage_macrophage_VEGFA_VEGFR2
Tumor,fat cell,COL4A5_CD44,22,Tumor_fat cell_COL4A5_CD44
Tumor,endothelial cell,TNFSF10_TNFRSF10B,22,Tumor_endothelial cell_TNFSF10_TNFRSF10B
muscle cell,fibroblast,COL4A2_SDC4,22,muscle cell_fibroblast_COL4A2_SDC4
Tumor,endothelial cell,HBEGF_EGFR,22,Tumor_endothelial cell_HBEGF_EGFR
mast cell,endothelial cell,MPZ_MPZ,22,mast cell_endothelial cell_MPZ_MPZ
mast cell,endothelial cell,MPZ_MPZL1,22,mast cell_endothelial cell_MPZ_MPZL1
dendritic cell,Tumor,ANGPT2_TEK,22,dendritic cell_Tumor_ANGPT2_TEK
natural killer cell,Tumor,GZMA_F2R,22,natural killer cell_Tumor_GZMA_F2R
pericyte,pericyte,VEGFC_VEGFR2R3,22,pericyte_pericyte_VEGFC_VEGFR2R3
fat cell,fat cell,THY1_ADGRE2,22,fat cell_fat cell_THY1_ADGRE2
pericyte,pericyte,VEGFC_VEGFR3,22,pericyte_pericyte_VEGFC_VEGFR3
Tumor,muscle cell,DLK1_NOTCH2,22,Tumor_muscle cell_DLK1_NOTCH2
Tumor,muscle cell,LGALS9_P4HB,22,Tumor_muscle cell_LGALS9_P4HB
muscle cell,natural killer cell,TNC_SDC4,22,muscle cell_natural killer cell_TNC_SDC4
muscle cell,monocyte,PROS1_MERTK,22,muscle cell_monocyte_PROS1_MERTK
muscle cell,monocyte,GAS6_MERTK,22,muscle cell_monocyte_GAS6_MERTK
fat cell,fat cell,ANGPTL4_SDC2,22,fat cell_fat cell_ANGPTL4_SDC2
fat cell,endothelial cell,LGALS9_CD44,22,fat cell_endothelial cell_LGALS9_CD44
fat cell,endothelial cell,ANGPTL4_SDC2,22,fat cell_endothelial cell_ANGPTL4_SDC2
Tumor,mast cell,LAMC2_DAG1,22,Tumor_mast cell_LAMC2_DAG1
fat cell,dendritic cell,WNT5A_FZD4,22,fat cell_dendritic cell_WNT5A_FZD4
macrophage,fat cell,TNFSF12_TNFRSF12A,22,macrophage_fat cell_TNFSF12_TNFRSF12A
macrophage,macrophage,CCL7_CCR1,22,macrophage_macrophage_CCL7_CCR1
Tumor,mast cell,GAS6_AXL,22,Tumor_mast cell_GAS6_AXL
fat cell,dendritic cell,THY1_ADGRE2,22,fat cell_dendritic cell_THY1_ADGRE2
fat cell,dendritic cell,GJA1_GJA1,22,fat cell_dendritic cell_GJA1_GJA1
muscle cell,pericyte,NCAM1_FGFR1,22,muscle cell_pericyte_NCAM1_FGFR1
Tumor,neutrophil,COMP_CD47,22,Tumor_neutrophil_COMP_CD47
mast cell,Tumor,GAS6_MERTK,22,mast cell_Tumor_GAS6_MERTK
fat cell,dendritic cell,F11R_F11R,22,fat cell_dendritic cell_F11R_F11R
mast cell,endothelial cell,PDGFA_PDGFRB,22,mast cell_endothelial cell_PDGFA_PDGFRB
B cell,macrophage,GDF15_TGFBR2,22,B cell_macrophage_GDF15_TGFBR2
neutrophil,Tumor,CXCL12_CXCR4,22,neutrophil_Tumor_CXCL12_CXCR4
dendritic cell,dendritic cell,CXCL12_CXCR4,22,dendritic cell_dendritic cell_CXCL12_CXCR4
dendritic cell,endothelial cell,ANGPTL4_CDH5,22,dendritic cell_endothelial cell_ANGPTL4_CDH5
muscle cell,endothelial cell,IGF2_IGF2R,22,muscle cell_endothelial cell_IGF2_IGF2R
dendritic cell,fat cell,VEGFC_VEGFR2,22,dendritic cell_fat cell_VEGFC_VEGFR2
fat cell,natural killer cell,LGALS9_CD44,22,fat cell_natural killer cell_LGALS9_CD44
endothelial cell,neutrophil,ICAM1_SPN,22,endothelial cell_neutrophil_ICAM1_SPN
muscle cell,endothelial cell,FGF1_FGFR1,22,muscle cell_endothelial cell_FGF1_FGFR1
dendritic cell,endothelial cell,CXCL12_CXCR4,22,dendritic cell_endothelial cell_CXCL12_CXCR4
neutrophil,dendritic cell,THBS1_CD47,22,neutrophil_dendritic cell_THBS1_CD47
B cell,Tumor,COL4A1_ADGRG6,22,B cell_Tumor_COL4A1_ADGRG6
mast cell,fat cell,GAS6_AXL,22,mast cell_fat cell_GAS6_AXL
Tumor,T cell,ICOSL_CD28,22,Tumor_T cell_ICOSL_CD28
neutrophil,macrophage,SEMA4C_PLXNB2,22,neutrophil_macrophage_SEMA4C_PLXNB2
Tumor,T cell,LPAR1_ADGRE5,22,Tumor_T cell_LPAR1_ADGRE5
neutrophil,macrophage,MPZ_MPZL1,22,neutrophil_macrophage_MPZ_MPZL1
neutrophil,endothelial cell,CD34_SELP,22,neutrophil_endothelial cell_CD34_SELP
B cell,Tumor,WNT5A_FZD4,22,B cell_Tumor_WNT5A_FZD4
neutrophil,pericyte,JAG1_NOTCH4,22,neutrophil_pericyte_JAG1_NOTCH4
Tumor,dendritic cell,TNFSF10_TNFRSF10B,22,Tumor_dendritic cell_TNFSF10_TNFRSF10B
endothelial cell,natural killer cell,COL4A1_SDC4,22,endothelial cell_natural killer cell_COL4A1_SDC4
pericyte,B cell,APP_SORL1,22,pericyte_B cell_APP_SORL1
neutrophil,pericyte,VEGFC_VEGFR3,22,neutrophil_pericyte_VEGFC_VEGFR3
endothelial cell,natural killer cell,COL4A2_SDC4,22,endothelial cell_natural killer cell_COL4A2_SDC4
dendritic cell,macrophage,ANGPTL4_SDC2,22,dendritic cell_macrophage_ANGPTL4_SDC2
neutrophil,pericyte,VEGFC_VEGFR2R3,22,neutrophil_pericyte_VEGFC_VEGFR2R3
Tumor,T cell,LAMA3_CD44,22,Tumor_T cell_LAMA3_CD44
Tumor,dendritic cell,FGF9_FGFR1,22,Tumor_dendritic cell_FGF9_FGFR1
fibroblast,natural killer cell,CD99_CD99,22,fibroblast_natural killer cell_CD99_CD99
B cell,macrophage,CD55_ADGRE5,22,B cell_macrophage_CD55_ADGRE5
muscle cell,endothelial cell,WNT5B_FZD4,22,muscle cell_endothelial cell_WNT5B_FZD4
neutrophil,neutrophil,CLDN1_CLDN1,22,neutrophil_neutrophil_CLDN1_CLDN1
dendritic cell,Tumor,JAG1_NOTCH3,22,dendritic cell_Tumor_JAG1_NOTCH3
endothelial cell,macrophage,LAMC1_DAG1,21,endothelial cell_macrophage_LAMC1_DAG1
endothelial cell,monocyte,TNFSF10_TNFRSF10B,21,endothelial cell_monocyte_TNFSF10_TNFRSF10B
endothelial cell,muscle cell,CXCL12_ACKR3,21,endothelial cell_muscle cell_CXCL12_ACKR3
B cell,B cell,WNT5A_FZD3,21,B cell_B cell_WNT5A_FZD3
mast cell,T cell,SIGLEC1_SPN,21,mast cell_T cell_SIGLEC1_SPN
B cell,B cell,CDH3_CDH3,21,B cell_B cell_CDH3_CDH3
pericyte,natural killer cell,LAMA3_CD44,21,pericyte_natural killer cell_LAMA3_CD44
B cell,B cell,CDH1_CDH1,21,B cell_B cell_CDH1_CDH1
B cell,B cell,COL4A2_SDC4,21,B cell_B cell_COL4A2_SDC4
pericyte,mast cell,FGF7_FGFR1,21,pericyte_mast cell_FGF7_FGFR1
mast cell,macrophage,GJA1_GJA1,21,mast cell_macrophage_GJA1_GJA1
mast cell,macrophage,MPZ_MPZL1,21,mast cell_macrophage_MPZ_MPZL1
B cell,B cell,THBS1_SDC4,21,B cell_B cell_THBS1_SDC4
B cell,B cell,TNC_SDC4,21,B cell_B cell_TNC_SDC4
mast cell,macrophage,PTPRM_PTPRM,21,mast cell_macrophage_PTPRM_PTPRM
B cell,B cell,NECTIN2_CD226,21,B cell_B cell_NECTIN2_CD226
mast cell,macrophage,VEGFA_VEGFR2,21,mast cell_macrophage_VEGFA_VEGFR2
fat cell,B cell,PLAU_PLAUR,21,fat cell_B cell_PLAU_PLAUR
endothelial cell,muscle cell,THY1_ADGRE2,21,endothelial cell_muscle cell_THY1_ADGRE2
endothelial cell,pericyte,LAMC2_CD44,21,endothelial cell_pericyte_LAMC2_CD44
B cell,B cell,VEGFA_VEGFR2,21,B cell_B cell_VEGFA_VEGFR2
B cell,B cell,LAMB3_CD44,21,B cell_B cell_LAMB3_CD44
B cell,B cell,COL4A1_SDC4,21,B cell_B cell_COL4A1_SDC4
fat cell,T cell,NECTIN2_CD226,21,fat cell_T cell_NECTIN2_CD226
B cell,B cell,LAMA3_CD44,21,B cell_B cell_LAMA3_CD44
B cell,B cell,ICAM1_SPN,21,B cell_B cell_ICAM1_SPN
B cell,B cell,GDF15_TGFBR2,21,B cell_B cell_GDF15_TGFBR2
B cell,B cell,GAS6_AXL,21,B cell_B cell_GAS6_AXL
B cell,B cell,FLRT3_FLRT3,21,B cell_B cell_FLRT3_FLRT3
B cell,B cell,CXCL10_CXCR3,21,B cell_B cell_CXCL10_CXCR3
mast cell,macrophage,PDGFA_PDGFRB,21,mast cell_macrophage_PDGFA_PDGFRB
fat cell,Tumor,PDGFC_PDGFRA,21,fat cell_Tumor_PDGFC_PDGFRA
fat cell,Tumor,SDC2_ADGRA2,21,fat cell_Tumor_SDC2_ADGRA2
endothelial cell,muscle cell,WNT5A_FZD1,21,endothelial cell_muscle cell_WNT5A_FZD1
muscle cell,muscle cell,CLDN1_CLDN1,21,muscle cell_muscle cell_CLDN1_CLDN1
mast cell,monocyte,PLAU_PLAUR,21,mast cell_monocyte_PLAU_PLAUR
Tumor,endothelial cell,DLK1_NOTCH4,21,Tumor_endothelial cell_DLK1_NOTCH4
muscle cell,macrophage,COL4A1_SDC4,21,muscle cell_macrophage_COL4A1_SDC4
muscle cell,macrophage,COL4A1_ADGRG6,21,muscle cell_macrophage_COL4A1_ADGRG6
Tumor,fibroblast,CD55_ADGRE5,21,Tumor_fibroblast_CD55_ADGRE5
Tumor,neutrophil,VEGFC_VEGFR2,21,Tumor_neutrophil_VEGFC_VEGFR2
Tumor,neutrophil,VEGFC_VEGFR2R3,21,Tumor_neutrophil_VEGFC_VEGFR2R3
Tumor,neutrophil,VEGFC_VEGFR3,21,Tumor_neutrophil_VEGFC_VEGFR3
natural killer cell,pericyte,GRN_SORT1,21,natural killer cell_pericyte_GRN_SORT1
neutrophil,B cell,CD70_CD27,21,neutrophil_B cell_CD70_CD27
Tumor,endothelial cell,LPAR3_ADGRE5,21,Tumor_endothelial cell_LPAR3_ADGRE5
Tumor,endothelial cell,DLK1_NOTCH3,21,Tumor_endothelial cell_DLK1_NOTCH3
pericyte,macrophage,COMP_CD47,21,pericyte_macrophage_COMP_CD47
Tumor,endothelial cell,DLK1_NOTCH1,21,Tumor_endothelial cell_DLK1_NOTCH1
muscle cell,fat cell,JAM2_JAM3,21,muscle cell_fat cell_JAM2_JAM3
muscle cell,fat cell,JAM2_JAM2,21,muscle cell_fat cell_JAM2_JAM2
Tumor,endothelial cell,COL4A1_ADGRG6,21,Tumor_endothelial cell_COL4A1_ADGRG6
muscle cell,fat cell,CSF1_CSF1R,21,muscle cell_fat cell_CSF1_CSF1R
dendritic cell,Tumor,COMP_SDC4,21,dendritic cell_Tumor_COMP_SDC4
muscle cell,fat cell,CLDN1_CLDN1,21,muscle cell_fat cell_CLDN1_CLDN1
Tumor,T cell,THBS2_CD47,21,Tumor_T cell_THBS2_CD47
neutrophil,fibroblast,PDGFB_PDGFRB,21,neutrophil_fibroblast_PDGFB_PDGFRB
natural killer cell,macrophage,COL4A1_CD44,21,natural killer cell_macrophage_COL4A1_CD44
muscle cell,macrophage,COL4A2_SDC4,21,muscle cell_macrophage_COL4A2_SDC4
Tumor,neutrophil,PDGFB_PDGFRA,21,Tumor_neutrophil_PDGFB_PDGFRA
Tumor,fibroblast,COMP_CD47,21,Tumor_fibroblast_COMP_CD47
muscle cell,neutrophil,COMP_SDC4,21,muscle cell_neutrophil_COMP_SDC4
muscle cell,neutrophil,GJA1_GJA1,21,muscle cell_neutrophil_GJA1_GJA1
muscle cell,neutrophil,PTPRM_PTPRM,21,muscle cell_neutrophil_PTPRM_PTPRM
muscle cell,neutrophil,TNFSF11_TNFRSF11A,21,muscle cell_neutrophil_TNFSF11_TNFRSF11A
Tumor,macrophage,NCAM1_FGFR1,21,Tumor_macrophage_NCAM1_FGFR1
Tumor,macrophage,LGALS9_P4HB,21,Tumor_macrophage_LGALS9_P4HB
Tumor,macrophage,LGALS9_HAVCR2,21,Tumor_macrophage_LGALS9_HAVCR2
Tumor,macrophage,LGALS9_CD44,21,Tumor_macrophage_LGALS9_CD44
Tumor,macrophage,DLK1_NOTCH2,21,Tumor_macrophage_DLK1_NOTCH2
muscle cell,macrophage,THBS2_SDC4,21,muscle cell_macrophage_THBS2_SDC4
muscle cell,macrophage,THBS1_SDC4,21,muscle cell_macrophage_THBS1_SDC4
Tumor,neutrophil,JAG1_NOTCH2,21,Tumor_neutrophil_JAG1_NOTCH2
