partner_A	partner_B	ligand_genes	receptor_genes	classification	directionality	id_cp_interaction
1189	1277	CLSTN2	NRXN3	Signaling by Calsyntenin	Ligand-Receptor	CPI-SS01A7DC3C1
1190	1277	CLSTN3	NRXN3	Signaling by Calsyntenin	Ligand-Receptor	CPI-SS0180FFBED
1257	1277	LRRTM1	NRXN3	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	Ligand-Receptor	CPI-SS0EEFFA23C
1258	1277	LRRTM2	NRXN3	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	Ligand-Receptor	CPI-SS0C0329180
1259	1277	LRRTM3	NRXN3	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	Ligand-Receptor	CPI-SS026EC3854
1260	1277	LRRTM4	NRXN3	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	Ligand-Receptor	CPI-SS0F97A06CD
1264	1277	NLGN1	NRXN3	Signaling by Neuroligin	Ligand-Receptor	CPI-SS0731F750C
1265	1277	NLGN2	NRXN3	Signaling by Neuroligin	Ligand-Receptor	CPI-SS0C12FCB93
1266	1277	NLGN3	NRXN3	Signaling by Neuroligin	Ligand-Receptor	CPI-SS07FBAAD8D
1267	1277	NLGN4X	NRXN3	Signaling by Neuroligin	Ligand-Receptor	CPI-SS0F9118AB4
1268	1277	NLGN4Y	NRXN3		Ligand-Receptor	CPI-SS0837C7966
1437	1508	FGA_FGB_FGG	ITGA2B_ITGB3	Adhesion by Fibribogen	Ligand-Receptor	CPI-CC08AF02F92
208	1508	FN1	ITGA2B_ITGB3	Adhesion by Fibronectin	Adhesion-Adhesion	CPI-SC0149E8473
510	1508	L1CAM	ITGA2B_ITGB3	Adhesion by L1CAM	Ligand-Receptor	CPI-SC088D2EEF4
144	1508	F2	ITGA2B_ITGB3	Adhesion by Prothrombin	Ligand-Receptor	CPI-SC0F16EDAB3
262	1508	THBS1	ITGA2B_ITGB3	Adhesion by Thrombospondin	Ligand-Receptor	CPI-SC0D085D655
217	1508	VTN	ITGA2B_ITGB3	Adhesion by Vitronectin	Ligand-Receptor	CPI-SC0EA162039
488	1508	CD40LG	ITGA2B_ITGB3		Ligand-Receptor	CPI-SC0AFB661A4
146	1508	PLG	ITGA2B_ITGB3		Ligand-Receptor	CPI-SC003C7B6F1
1437	1521	FGA_FGB_FGG	ITGAM_ITGB2	Adhesion by Fibribogen	Ligand-Receptor	CPI-CC0287DE56B
243	1521	ICAM1	ITGAM_ITGB2	Adhesion by ICAM	Ligand-Receptor	CPI-SC0C09120F1
940	1521	JAM3	ITGAM_ITGB2	Adhesion by JAM	Adhesion-Adhesion	CPI-SC071B77A18
145	1521	F10	ITGAM_ITGB2	Adhesion by Prothrombin	Ligand-Receptor	CPI-SC02C7E2DB4
150	1521	C3	ITGAM_ITGB2	Signaling by Complement	Ligand-Receptor	CPI-SC0C93C7670
251	1521	FCER2	ITGAM_ITGB2	Signaling by FC receptor	Receptor-Receptor	CPI-SC00D92ECAF
224	1521	THY1	ITGAM_ITGB2	Adhesion by antigen THY1	Adhesion-Adhesion	CPI-SC003905460
257	1521	GP1BA	ITGAM_ITGB2		Ligand-Receptor	CPI-SC0329DFA42
1437	1527	FGA_FGB_FGG	ITGAX_ITGB2	Adhesion by Fibribogen	Ligand-Receptor	CPI-CC066E261AE
243	1527	ICAM1	ITGAX_ITGB2	Adhesion by ICAM	Ligand-Receptor	CPI-SC08CB03AD8
251	1527	FCER2	ITGAX_ITGB2	Signaling by FC receptor	Receptor-Receptor	CPI-SC0542462B9
224	1527	THY1	ITGAX_ITGB2	Adhesion by antigen THY1	Adhesion-Adhesion	CPI-SC0EFDBED2D
208	1509	FN1	ITGA3_ITGB1	Adhesion by Fibronectin	Adhesion-Adhesion	CPI-SC08C485EAE
798	1509	LAMA3	ITGA3_ITGB1	Adhesion by Laminin	Ligand-Receptor	CPI-SC0E5A1BA8E
262	1509	THBS1	ITGA3_ITGB1	Adhesion by Thrombospondin	Ligand-Receptor	CPI-SC0B80B8591
820	1509	CSPG4	ITGA3_ITGB1		Ligand-Receptor	CPI-SC0FA241084
208	1510	FN1	ITGA4_ITGB1	Adhesion by Fibronectin	Adhesion-Adhesion	CPI-SC0F96CE387
673	1510	JAM2	ITGA4_ITGB1	Adhesion by JAM	Adhesion-Adhesion	CPI-SC0C2126F8E
305	1510	SPP1	ITGA4_ITGB1	Adhesion by Osteopontin	Ligand-Receptor	CPI-SC0C81483EA
446	1510	TNC	ITGA4_ITGB1	Adhesion by tenascin	Ligand-Receptor	CPI-SC00B50273B
394	1510	VCAM1	ITGA4_ITGB1	Adhesion by VCAM	Ligand-Receptor	CPI-SC0B2557C9D
349	1510	PLA2G2A	ITGA4_ITGB1	Cell adhesion by Phospholipase	Ligand-Receptor	CPI-SC09A33C92E
714	1510	PLAUR	ITGA4_ITGB1	Signaling by Plasminogen Activator	Receptor-Receptor	CPI-SC0E029AB31
208	1511	FN1	ITGA4_ITGB7	Adhesion by Fibronectin	Adhesion-Adhesion	CPI-SC034EE8AAA
394	1511	VCAM1	ITGA4_ITGB7	Adhesion by VCAM	Ligand-Receptor	CPI-SC06C0A2080
747	1511	MADCAM1	ITGA4_ITGB7		Adhesion-Adhesion	CPI-SC056FC1F11
208	1512	FN1	ITGA5_ITGB1	Adhesion by Fibronectin	Adhesion-Adhesion	CPI-SC06C3BA86F
510	1512	L1CAM	ITGA5_ITGB1	Adhesion by L1CAM	Ligand-Receptor	CPI-SC02CB6F5A5
349	1512	PLA2G2A	ITGA5_ITGB1	Cell adhesion by Phospholipase	Ligand-Receptor	CPI-SC08F3F7DC6
488	1512	CD40LG	ITGA5_ITGB1		Ligand-Receptor	CPI-SC03A4FA18B
545	1512	FBN1	ITGA5_ITGB1		Ligand-Receptor	CPI-SC0ABE9B7D2
208	1516	FN1	ITGA8_ITGB1	Adhesion by Fibronectin	Adhesion-Adhesion	CPI-SC04BC5B245
446	1516	TNC	ITGA8_ITGB1	Adhesion by tenascin	Ligand-Receptor	CPI-SC09B2D1C63
208	1522	FN1	ITGAV_ITGB1	Adhesion by Fibronectin	Adhesion-Adhesion	CPI-SC08F923F07
510	1522	L1CAM	ITGAV_ITGB1	Adhesion by L1CAM	Ligand-Receptor	CPI-SC01D9AD677
217	1522	VTN	ITGAV_ITGB1	Adhesion by Vitronectin	Ligand-Receptor	CPI-SC0717E21B0
208	1523	FN1	ITGAV_ITGB3	Adhesion by Fibronectin	Adhesion-Adhesion	CPI-SC06D7BD0F6
510	1523	L1CAM	ITGAV_ITGB3	Adhesion by L1CAM	Ligand-Receptor	CPI-SC0FCA446B5
314	1523	LAMC1	ITGAV_ITGB3	Adhesion by Laminin	Ligand-Receptor	CPI-SC07763D025
305	1523	SPP1	ITGAV_ITGB3	Adhesion by Osteopontin	Ligand-Receptor	CPI-SC03E67206C
144	1523	F2	ITGAV_ITGB3	Adhesion by Prothrombin	Ligand-Receptor	CPI-SC0AA4C3895
446	1523	TNC	ITGAV_ITGB3	Adhesion by tenascin	Ligand-Receptor	CPI-SC021D4420C
262	1523	THBS1	ITGAV_ITGB3	Adhesion by Thrombospondin	Ligand-Receptor	CPI-SC02EA03F82
217	1523	VTN	ITGAV_ITGB3	Adhesion by Vitronectin	Ligand-Receptor	CPI-SC045FE8A01
251	1523	FCER2	ITGAV_ITGB3	Signaling by FC receptor	Receptor-Receptor	CPI-SC0A5BCC92E
241	1523	FGF1	ITGAV_ITGB3	Signaling by Fibroblast growth factor	Ligand-Receptor	CPI-SC0FB36427B
284	1523	FGF2	ITGAV_ITGB3	Signaling by Fibroblast growth factor	Ligand-Receptor	CPI-SC0F72E9E4E
234	1523	IGF1	ITGAV_ITGB3	Signaling by Insulin-like growth factor	Ligand-Receptor	CPI-SC0D3D23FAA
714	1523	PLAUR	ITGAV_ITGB3	Signaling by Plasminogen Activator	Receptor-Receptor	CPI-SC0C4FD0754
224	1523	THY1	ITGAV_ITGB3	Adhesion by antigen THY1	Adhesion-Adhesion	CPI-SC0F0AC498A
226	1523	VWF	ITGAV_ITGB3	Signaling by von Willebrand factor	Ligand-Receptor	CPI-SC060FE7871
269	1523	MMP2	ITGAV_ITGB3		Ligand-Receptor	CPI-SC0A6D5D2B1
935	1523	OMD	ITGAV_ITGB3		Ligand-Receptor	CPI-SC042AD06C6
208	1524	FN1	ITGAV_ITGB5	Adhesion by Fibronectin	Adhesion-Adhesion	CPI-SC09B45FB39
1191	1191	GJA1	GJA1	Adhesion by GAP junction	Gap-Gap	CPI-SS04829AC68
1192	1191	GJA3	GJA1	Adhesion by GAP junction	Gap-Gap	CPI-SS08658BB16
1194	1191	GJC1	GJA1	Adhesion by GAP junction	Gap-Gap	CPI-SS0C4261737
1191	1193	GJA1	GJA5	Adhesion by GAP junction	Gap-Gap	CPI-SS024F36886
1192	1193	GJA3	GJA5	Adhesion by GAP junction	Gap-Gap	CPI-SS0F5FC7262
1193	1193	GJA5	GJA5	Adhesion by GAP junction	Gap-Gap	CPI-SS0ACFA4F22
1194	1193	GJC1	GJA5	Adhesion by GAP junction	Gap-Gap	CPI-SS0E7883ADC
1192	1192	GJA3	GJA3	Adhesion by GAP junction	Gap-Gap	CPI-SS00457EB1A
1192	1194	GJA3	GJC1	Adhesion by GAP junction	Gap-Gap	CPI-SS062D2530F
1194	1194	GJC1	GJC1	Adhesion by GAP junction	Gap-Gap	CPI-SS0CEFF4625
243	407	ICAM1	ITGAL	Adhesion by ICAM	Ligand-Receptor	CPI-SS0E9A581F8
243	1520	ICAM1	ITGAL_ITGB2	Adhesion by ICAM	Ligand-Receptor	CPI-SC00035437A
338	1520	ICAM2	ITGAL_ITGB2	Adhesion by ICAM	Ligand-Receptor	CPI-SC0943ECD6E
522	1520	ICAM3	ITGAL_ITGB2	Adhesion by ICAM	Ligand-Receptor	CPI-SC09DC9200A
773	1520	ICAM4	ITGAL_ITGB2	Adhesion by ICAM	Ligand-Receptor	CPI-SC0A3A31D04
1060	1520	F11R	ITGAL_ITGB2	Adhesion by Prothrombin	Ligand-Receptor	CPI-SC0DEE2AF32
243	366	ICAM1	SPN	Adhesion by ICAM	Adhesion-Adhesion	CPI-SS09C4FCB90
522	962	ICAM3	CLEC4M	Adhesion by ICAM	Ligand-Receptor	CPI-SS00F979E99
522	1518	ICAM3	ITGAD_ITGB2	Adhesion by ICAM	Ligand-Receptor	CPI-SC03C325B42
394	1518	VCAM1	ITGAD_ITGB2	Adhesion by VCAM	Ligand-Receptor	CPI-SC032D980B8
673	940	JAM2	JAM3	Adhesion by JAM	Adhesion-Adhesion	CPI-SS087B53ABF
940	940	JAM3	JAM3	Adhesion by JAM	Adhesion-Adhesion	CPI-SS0F9D53834
510	1556	L1CAM	EZR_L1CAM	Adhesion by L1CAM	Ligand-Receptor	CPI-SC030C83222
510	1517	L1CAM	ITGA9_ITGB1	Adhesion by L1CAM	Ligand-Receptor	CPI-SC0EB9B5460
305	1517	SPP1	ITGA9_ITGB1	Adhesion by Osteopontin	Ligand-Receptor	CPI-SC069FF84F5
446	1517	TNC	ITGA9_ITGB1	Adhesion by tenascin	Ligand-Receptor	CPI-SC0B5F57CE1
394	1517	VCAM1	ITGA9_ITGB1	Adhesion by VCAM	Ligand-Receptor	CPI-SC061E89E41
510	510	L1CAM	L1CAM	Adhesion by L1CAM	Adhesion-Adhesion	CPI-SS0ACD487F0
1263	510	CHL1	L1CAM		Adhesion-Adhesion	CPI-SS0A5AFF451
314	1513	LAMC1	ITGA6_ITGB1	Adhesion by Laminin	Ligand-Receptor	CPI-SC024FAED24
314	1515	LAMC1	ITGA7_ITGB1	Adhesion by Laminin	Ligand-Receptor	CPI-SC03FF6E42F
777	856	NECTIN1	CADM3	Adhesion by Nectin	Adhesion-Adhesion	CPI-SS00661A3A4
777	910	NECTIN1	NECTIN4	Adhesion by Nectin	Adhesion-Adhesion	CPI-SS01E0F2D2C
891	805	NECTIN2	TIGIT	Signaling by Nectin	Ligand-Receptor	CPI-SS0E14458C9
989	805	NECTIN3	TIGIT	Signaling by Nectin	Ligand-Receptor	CPI-SS0BA232458
353	805	PVR	TIGIT	Signaling by Poliovirus receptor	Ligand-Receptor	CPI-SS00561BBD7
144	1281	F2	F2R	Adhesion by Prothrombin	Ligand-Receptor	CPI-SS058209EC7
144	1282	F2	F2RL2	Adhesion by Prothrombin	Ligand-Receptor	CPI-SS026335F55
144	1283	F2	F2RL3	Adhesion by Prothrombin	Ligand-Receptor	CPI-SS0BDC2B411
1179	1283	CTSG	F2RL3	Signaling by Cathepsin	Ligand-Receptor	CPI-SS0710B1B3A
144	1464	F2	GP1BA_GP1BB	Adhesion by Prothrombin	Ligand-Receptor	CPI-SC0CC1EA9C5
226	1464	VWF	GP1BA_GP1BB	Signaling by von Willebrand factor	Ligand-Receptor	CPI-SC00EEDCBE2
144	254	F2	THBD	Adhesion by Prothrombin	Ligand-Receptor	CPI-SS09B583B3F
446	1525	TNC	ITGAV_ITGB6	Adhesion by tenascin	Ligand-Receptor	CPI-SC03C27B368
156	1525	TGFB1	ITGAV_ITGB6	Signaling by Transforming growth factor	Ligand-Receptor	CPI-SC08AC51E15
306	1525	TGFB3	ITGAV_ITGB6	Signaling by Transforming growth factor	Ligand-Receptor	CPI-SC0DA808D76
262	375	THBS1	CD36	Signaling by Thrombospondin precursor	Ligand-Receptor	CPI-SS0C93E48D7
19	375	THBS2	CD36	Signaling by Thrombospondin precursor	Ligand-Receptor	CPI-SS0914C7C85
1371	316	CHAT	CHRM1	Signaling by Acetylcholine	Ligand-Receptor	CPI-CS07EEAD824
1622	316	CHAT_SLC10A4	CHRM1	Signaling by Choline acetyltransferase 	Ligand-Receptor	CPI-CS073E185C7
1623	316	CHAT_SLC18A3	CHRM1	Signaling by Choline acetyltransferase 	Ligand-Receptor	CPI-CS0B3DBEF59
1624	316	CHAT_SLC5A7	CHRM1	Signaling by Choline acetyltransferase 	Ligand-Receptor	CPI-CS097EB096A
1371	266	CHAT	CHRM2	Signaling by Acetylcholine	Ligand-Receptor	CPI-CS09DCE99A5
1622	266	CHAT_SLC10A4	CHRM2	Signaling by Choline acetyltransferase 	Ligand-Receptor	CPI-CS0F7CB92EE
1623	266	CHAT_SLC18A3	CHRM2	Signaling by Choline acetyltransferase 	Ligand-Receptor	CPI-CS0C30A92FB
1624	266	CHAT_SLC5A7	CHRM2	Signaling by Choline acetyltransferase 	Ligand-Receptor	CPI-CS0DBFDDA4A
1371	402	CHAT	CHRM3	Signaling by Acetylcholine	Ligand-Receptor	CPI-CS088613CD3
1622	402	CHAT_SLC10A4	CHRM3	Signaling by Choline acetyltransferase 	Ligand-Receptor	CPI-CS08DC5A72D
1623	402	CHAT_SLC18A3	CHRM3	Signaling by Choline acetyltransferase 	Ligand-Receptor	CPI-CS07BBA70D3
1624	402	CHAT_SLC5A7	CHRM3	Signaling by Choline acetyltransferase 	Ligand-Receptor	CPI-CS08FB3D7C0
1371	267	CHAT	CHRM4	Signaling by Acetylcholine	Ligand-Receptor	CPI-CS040939107
1622	267	CHAT_SLC10A4	CHRM4	Signaling by Choline acetyltransferase 	Ligand-Receptor	CPI-CS07C64A33E
1623	267	CHAT_SLC18A3	CHRM4	Signaling by Choline acetyltransferase 	Ligand-Receptor	CPI-CS078785C85
1624	267	CHAT_SLC5A7	CHRM4	Signaling by Choline acetyltransferase 	Ligand-Receptor	CPI-CS0E5853674
1371	281	CHAT	CHRM5	Signaling by Acetylcholine	Ligand-Receptor	CPI-CS08ED696DC
1622	281	CHAT_SLC10A4	CHRM5	Signaling by Choline acetyltransferase 	Ligand-Receptor	CPI-CS0447FDDB5
1623	281	CHAT_SLC18A3	CHRM5	Signaling by Choline acetyltransferase 	Ligand-Receptor	CPI-CS063D618BD
1624	281	CHAT_SLC5A7	CHRM5	Signaling by Choline acetyltransferase 	Ligand-Receptor	CPI-CS067CF9C74
1371	207	CHAT	CHRNA1	Signaling by Acetylcholine	Ligand-Receptor	CPI-CS063516AC0
1371	1372	CHAT	CHRNA2_CHRNB3	Signaling by Acetylcholine	Ligand-Receptor	CPI-CC0F3C5EBCC
1371	1373	CHAT	CHRNA3_CHRNA5_CHRNB2	Signaling by Acetylcholine	Ligand-Receptor	CPI-CC0067AC6C9
1371	1375	CHAT	CHRNA3_CHRNA5_CHRNB4	Signaling by Acetylcholine	Ligand-Receptor	CPI-CC0253C0919
1371	1377	CHAT	CHRNA4_CHRNA6_CHRNB3	Signaling by Acetylcholine	Ligand-Receptor	CPI-CC079435E2F
1371	1376	CHAT	CHRNA4_CHRNB2	Signaling by Acetylcholine	Ligand-Receptor	CPI-CC034FE836A
1622	1376	CHAT_SLC10A4	CHRNA4_CHRNB2	Signaling by Choline acetyltransferase 	Ligand-Receptor	CPI-CC0C914AC2E
1623	1376	CHAT_SLC18A3	CHRNA4_CHRNB2	Signaling by Choline acetyltransferase 	Ligand-Receptor	CPI-CC09527EA82
1624	1376	CHAT_SLC5A7	CHRNA4_CHRNB2	Signaling by Choline acetyltransferase 	Ligand-Receptor	CPI-CC0BB122579
1371	1378	CHAT	CHRNA6_CHRNB3_CHRNB4	Signaling by Acetylcholine	Ligand-Receptor	CPI-CC05C1C7836
1371	549	CHAT	CHRNA7	Signaling by Acetylcholine	Ligand-Receptor	CPI-CS0C5C5E217
1625	494	NT5E_SLC29A1	ADORA1	Signaling by Adenosine	Ligand-Receptor	CPI-CS064B4FE21
1626	494	NT5E_SLC29A2	ADORA1	Signaling by Adenosine	Ligand-Receptor	CPI-CS0BCAA5227
1627	494	NT5E_SLC29A3	ADORA1	Signaling by Adenosine	Ligand-Receptor	CPI-CS0517F9783
1628	494	NT5E_SLC29A4	ADORA1	Signaling by Adenosine	Ligand-Receptor	CPI-CS0521FD886
629	494	ENTPD1	ADORA1	Signaling by Ectonucleoside	Ligand-Receptor	CPI-SS026C7F8A2
1625	479	NT5E_SLC29A1	ADORA2A	Signaling by Adenosine	Ligand-Receptor	CPI-CS056D84EB8
1626	479	NT5E_SLC29A2	ADORA2A	Signaling by Adenosine	Ligand-Receptor	CPI-CS0FDA0F596
1627	479	NT5E_SLC29A3	ADORA2A	Signaling by Adenosine	Ligand-Receptor	CPI-CS0F865E648
1628	479	NT5E_SLC29A4	ADORA2A	Signaling by Adenosine	Ligand-Receptor	CPI-CS028B98B8F
629	479	ENTPD1	ADORA2A	Signaling by Ectonucleoside	Ligand-Receptor	CPI-SS0E90C46BC
1625	480	NT5E_SLC29A1	ADORA2B	Signaling by Adenosine	Ligand-Receptor	CPI-CS05357F38C
1626	480	NT5E_SLC29A2	ADORA2B	Signaling by Adenosine	Ligand-Receptor	CPI-CS016DD08B8
1627	480	NT5E_SLC29A3	ADORA2B	Signaling by Adenosine	Ligand-Receptor	CPI-CS0D17EA793
1628	480	NT5E_SLC29A4	ADORA2B	Signaling by Adenosine	Ligand-Receptor	CPI-CS0985F2C10
629	480	ENTPD1	ADORA2B	Signaling by Ectonucleoside	Ligand-Receptor	CPI-SS08C884E97
1625	301	NT5E_SLC29A1	ADORA3	Signaling by Adenosine	Ligand-Receptor	CPI-CS07905F8F4
1626	301	NT5E_SLC29A2	ADORA3	Signaling by Adenosine	Ligand-Receptor	CPI-CS04EFAFF1F
1627	301	NT5E_SLC29A3	ADORA3	Signaling by Adenosine	Ligand-Receptor	CPI-CS08D35C881
1628	301	NT5E_SLC29A4	ADORA3	Signaling by Adenosine	Ligand-Receptor	CPI-CS0F953F172
629	301	ENTPD1	ADORA3	Signaling by Ectonucleoside	Ligand-Receptor	CPI-SS0276D5C7E
1629	538	PNMT_SLC18A1	ADRA1A	Signaling by Adrenaline	Ligand-Receptor	CPI-CS0E8345356
1630	538	PNMT_SLC18A2	ADRA1A	Signaling by Adrenaline	Ligand-Receptor	CPI-CS06FE13C35
1432	538	PNMT	ADRA1A	Signaling by Epinephrine	Ligand-Receptor	CPI-CS05F96EA59
1703	538	DBH_SLC18A1	ADRA1A	Signaling by Noradrenaline	Ligand-Receptor	CPI-CS0F807CD4F
1704	538	DBH_SLC18A2	ADRA1A	Signaling by Noradrenaline	Ligand-Receptor	CPI-CS098539E78
1702	538	DBH_SLC6A2	ADRA1A	Signaling by Noradrenaline	Ligand-Receptor	CPI-CS0377ED1BC
1629	540	PNMT_SLC18A1	ADRA1B	Signaling by Adrenaline	Ligand-Receptor	CPI-CS090BF1875
1630	540	PNMT_SLC18A2	ADRA1B	Signaling by Adrenaline	Ligand-Receptor	CPI-CS04C3CEB1B
1432	540	PNMT	ADRA1B	Signaling by Epinephrine	Ligand-Receptor	CPI-CS0D33FF37B
1703	540	DBH_SLC18A1	ADRA1B	Signaling by Noradrenaline	Ligand-Receptor	CPI-CS09DA5DAD3
1704	540	DBH_SLC18A2	ADRA1B	Signaling by Noradrenaline	Ligand-Receptor	CPI-CS078C6CB4F
1702	540	DBH_SLC6A2	ADRA1B	Signaling by Noradrenaline	Ligand-Receptor	CPI-CS0E8CA54FD
1629	453	PNMT_SLC18A1	ADRA1D	Signaling by Adrenaline	Ligand-Receptor	CPI-CS0DA514FAE
1630	453	PNMT_SLC18A2	ADRA1D	Signaling by Adrenaline	Ligand-Receptor	CPI-CS0C22FCA29
1432	453	PNMT	ADRA1D	Signaling by Epinephrine	Ligand-Receptor	CPI-CS0A5499A2C
1703	453	DBH_SLC18A1	ADRA1D	Signaling by Noradrenaline	Ligand-Receptor	CPI-CS07CECA9C9
1704	453	DBH_SLC18A2	ADRA1D	Signaling by Noradrenaline	Ligand-Receptor	CPI-CS02EA1C9D1
1702	453	DBH_SLC6A2	ADRA1D	Signaling by Noradrenaline	Ligand-Receptor	CPI-CS0DDBC236B
1629	282	PNMT_SLC18A1	ADRA2A	Signaling by Adrenaline	Ligand-Receptor	CPI-CS09EDD1969
1630	282	PNMT_SLC18A2	ADRA2A	Signaling by Adrenaline	Ligand-Receptor	CPI-CS00979A178
1432	282	PNMT	ADRA2A	Signaling by Epinephrine	Ligand-Receptor	CPI-CS0AB9AD0C3
1703	282	DBH_SLC18A1	ADRA2A	Signaling by Noradrenaline	Ligand-Receptor	CPI-CS025F16589
1704	282	DBH_SLC18A2	ADRA2A	Signaling by Noradrenaline	Ligand-Receptor	CPI-CS0EAD92BCF
1702	282	DBH_SLC6A2	ADRA2A	Signaling by Noradrenaline	Ligand-Receptor	CPI-CS0102B6543
1629	385	PNMT_SLC18A1	ADRA2B	Signaling by Adrenaline	Ligand-Receptor	CPI-CS0B66F51DF
1630	385	PNMT_SLC18A2	ADRA2B	Signaling by Adrenaline	Ligand-Receptor	CPI-CS0CCD9D09E
1432	385	PNMT	ADRA2B	Signaling by Epinephrine	Ligand-Receptor	CPI-CS07947C107
1703	385	DBH_SLC18A1	ADRA2B	Signaling by Noradrenaline	Ligand-Receptor	CPI-CS01FAF361D
1704	385	DBH_SLC18A2	ADRA2B	Signaling by Noradrenaline	Ligand-Receptor	CPI-CS0345842F1
1702	385	DBH_SLC6A2	ADRA2B	Signaling by Noradrenaline	Ligand-Receptor	CPI-CS05A217639
1629	390	PNMT_SLC18A1	ADRA2C	Signaling by Adrenaline	Ligand-Receptor	CPI-CS07E858C0F
1630	390	PNMT_SLC18A2	ADRA2C	Signaling by Adrenaline	Ligand-Receptor	CPI-CS0E52EA029
1432	390	PNMT	ADRA2C	Signaling by Epinephrine	Ligand-Receptor	CPI-CS0D4E32D9D
1703	390	DBH_SLC18A1	ADRA2C	Signaling by Noradrenaline	Ligand-Receptor	CPI-CS03C9B1F6C
1704	390	DBH_SLC18A2	ADRA2C	Signaling by Noradrenaline	Ligand-Receptor	CPI-CS04395827F
1702	390	DBH_SLC6A2	ADRA2C	Signaling by Noradrenaline	Ligand-Receptor	CPI-CS0749A56F0
1629	275	PNMT_SLC18A1	ADRB1	Signaling by Adrenaline	Ligand-Receptor	CPI-CS01A3364DC
1630	275	PNMT_SLC18A2	ADRB1	Signaling by Adrenaline	Ligand-Receptor	CPI-CS08E4B4F26
1432	275	PNMT	ADRB1	Signaling by Epinephrine	Ligand-Receptor	CPI-CS043102EAA
1703	275	DBH_SLC18A1	ADRB1	Signaling by Noradrenaline	Ligand-Receptor	CPI-CS08B421238
1704	275	DBH_SLC18A2	ADRB1	Signaling by Noradrenaline	Ligand-Receptor	CPI-CS0B9360E04
1702	275	DBH_SLC6A2	ADRB1	Signaling by Noradrenaline	Ligand-Receptor	CPI-CS0ED38DC11
1629	259	PNMT_SLC18A1	ADRB2	Signaling by Adrenaline	Ligand-Receptor	CPI-CS05E2B5099
1630	259	PNMT_SLC18A2	ADRB2	Signaling by Adrenaline	Ligand-Receptor	CPI-CS09B74556F
1432	259	PNMT	ADRB2	Signaling by Epinephrine	Ligand-Receptor	CPI-CS09918B680
1703	259	DBH_SLC18A1	ADRB2	Signaling by Noradrenaline	Ligand-Receptor	CPI-CS085B8BFD8
1704	259	DBH_SLC18A2	ADRB2	Signaling by Noradrenaline	Ligand-Receptor	CPI-CS0E8897714
1702	259	DBH_SLC6A2	ADRB2	Signaling by Noradrenaline	Ligand-Receptor	CPI-CS09C112D46
1629	344	PNMT_SLC18A1	ADRB3	Signaling by Adrenaline	Ligand-Receptor	CPI-CS0E6D457AD
1630	344	PNMT_SLC18A2	ADRB3	Signaling by Adrenaline	Ligand-Receptor	CPI-CS046C11B05
1432	344	PNMT	ADRB3	Signaling by Epinephrine	Ligand-Receptor	CPI-CS09342A843
1703	344	DBH_SLC18A1	ADRB3	Signaling by Noradrenaline	Ligand-Receptor	CPI-CS05A668606
1704	344	DBH_SLC18A2	ADRB3	Signaling by Noradrenaline	Ligand-Receptor	CPI-CS067A8F850
1702	344	DBH_SLC6A2	ADRB3	Signaling by Noradrenaline	Ligand-Receptor	CPI-CS0389CC0EC
536	1581	ADM	CALCRL_GPER1_RAMP3	Signaling by Adrenomedullin	Ligand-Receptor	CPI-SC063148F3A
839	1581	ADM2	CALCRL_GPER1_RAMP3	Signaling by Adrenomedullin	Ligand-Receptor	CPI-SC0C396EE2C
536	107	ADM	RAMP3	Signaling by Adrenomedullin	Ligand-Receptor	CPI-SS0D2FABC4A
839	1580	ADM2	CALCRL_RAMP2	Signaling by Adrenomedullin	Ligand-Receptor	CPI-SC01AD532CA
46	701	AGRP	MC2R	Signaling by Agouti-related protein	Ligand-Receptor	CPI-SS05565175C
162	701	POMC	MC2R	Signaling by Proopiomelanocortin	Ligand-Receptor	CPI-SS0C0E2C69C
46	577	AGRP	MC3R	Signaling by Agouti-related protein	Ligand-Receptor	CPI-SS034C2FBA9
162	577	POMC	MC3R	Signaling by Proopiomelanocortin	Ligand-Receptor	CPI-SS0B1F94CD2
46	514	AGRP	MC4R	Signaling by Agouti-related protein	Ligand-Receptor	CPI-SS09CF5B145
162	514	POMC	MC4R	Signaling by Proopiomelanocortin	Ligand-Receptor	CPI-SS098F8DB82
46	525	AGRP	MC5R	Signaling by Agouti-related protein	Ligand-Receptor	CPI-SS0CC136A8D
162	525	POMC	MC5R	Signaling by Proopiomelanocortin	Ligand-Receptor	CPI-SS0BE6DBE1A
579	702	ASIP	MC1R	Signaling by Agouti-related protein	Ligand-Receptor	CPI-SS019ABECEC
162	702	POMC	MC1R	Signaling by Podocalyxin-like protein	Ligand-Receptor	CPI-SS00BD8FF72
52	1541	AGRN	LRP4_MUSK	Signaling by Agrin	Ligand-Receptor	CPI-SC0AD2CE0A8
52	744	AGRN	PTPRS	Signaling by Agrin	Ligand-Receptor	CPI-SS0593F278B
1253	744	LRRC4B	PTPRS	Signaling by Leucine Rich Repeat And Fibronectin	Ligand-Receptor	CPI-SS023656B4B
1255	744	LRFN4	PTPRS	Signaling by Leucine Rich Repeat And Fibronectin	Ligand-Receptor	CPI-SS064D15A83
