partner_A	partner_B	ligand_genes	receptor_genes	classification	directionality	id_cp_interaction
431	1384	BMP6	ACVR1_ACVR2A	Signaling by BMP	Ligand-Receptor	CPI-SC079BB7A02
383	1384	BMP7	ACVR1_ACVR2A	Signaling by BMP	Ligand-Receptor	CPI-SC063D5B0A1
841	1384	BMP8A	ACVR1_ACVR2A	Signaling by BMP	Ligand-Receptor	CPI-SC0F78051B8
1379	1384	INHBA_INHBB	ACVR1_ACVR2A	Signaling by Inhibin/Activin	Ligand-Receptor	CPI-CC0AFC21177
238	1384	INHA	ACVR1_ACVR2A	Signaling by Inhibin/Activin	Ligand-Receptor	CPI-SC06FA9E664
1380	1384	INHA_INHBA	ACVR1_ACVR2A	Signaling by Inhibin/Activin	Ligand-Receptor	CPI-CC07611BF54
1381	1384	INHA_INHBB	ACVR1_ACVR2A	Signaling by Inhibin/Activin	Ligand-Receptor	CPI-CC0AD71E0D3
430	1385	BMP5	ACVR1_ACVR2B	Signaling by BMP	Ligand-Receptor	CPI-SC04091C5FD
431	1385	BMP6	ACVR1_ACVR2B	Signaling by BMP	Ligand-Receptor	CPI-SC0A978EC39
383	1385	BMP7	ACVR1_ACVR2B	Signaling by BMP	Ligand-Receptor	CPI-SC0A9057425
841	1385	BMP8A	ACVR1_ACVR2B	Signaling by BMP	Ligand-Receptor	CPI-SC0EBF691F3
1379	1385	INHBA_INHBB	ACVR1_ACVR2B	Signaling by Inhibin/Activin	Ligand-Receptor	CPI-CC028D7588F
238	1385	INHA	ACVR1_ACVR2B	Signaling by Inhibin/Activin	Ligand-Receptor	CPI-SC0D868E29E
1380	1385	INHA_INHBA	ACVR1_ACVR2B	Signaling by Inhibin/Activin	Ligand-Receptor	CPI-CC07323E253
1381	1385	INHA_INHBB	ACVR1_ACVR2B	Signaling by Inhibin/Activin	Ligand-Receptor	CPI-CC0300AB2DF
430	1390	BMP5	ACVR1_BMPR2	Signaling by BMP	Ligand-Receptor	CPI-SC0D0822443
431	1390	BMP6	ACVR1_BMPR2	Signaling by BMP	Ligand-Receptor	CPI-SC00DF87C38
383	1390	BMP7	ACVR1_BMPR2	Signaling by BMP	Ligand-Receptor	CPI-SC04771EF53
841	1390	BMP8A	ACVR1_BMPR2	Signaling by BMP	Ligand-Receptor	CPI-SC0BD23E626
1405	551	BMPR1B_BMPR2	BMPR1A	Signaling by BMP	Receptor-Receptor	CPI-CS0569B9B91
443	794	BDNF	NTRK2	Signaling by Brain-derived neurotrophic factor	Ligand-Receptor	CPI-SS0BA601DC4
969	794	NTN4	NTRK2	Signaling by Netrin	Ligand-Receptor	CPI-SS0E3AA6B7B
409	794	NTF3	NTRK2	Signaling by Neurotrophin	Ligand-Receptor	CPI-SS093E05DD4
527	794	NTF4	NTRK2	Signaling by Neurotrophin	Ligand-Receptor	CPI-SS088C1035B
171	1579	CALCA	CALCRL_RAMP1	Signaling by Calcitonin	Ligand-Receptor	CPI-SC00EA503F2
302	1579	CALCB	CALCRL_RAMP1	Signaling by Calcitonin	Ligand-Receptor	CPI-SC02CD655EB
1188	1274	CLSTN1	NRXN1	Signaling by Calsyntenin	Ligand-Receptor	CPI-SS084EA55C0
1189	1274	CLSTN2	NRXN1	Signaling by Calsyntenin	Ligand-Receptor	CPI-SS09A6C048C
1190	1274	CLSTN3	NRXN1	Signaling by Calsyntenin	Ligand-Receptor	CPI-SS0B880A155
1257	1274	LRRTM1	NRXN1	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	Ligand-Receptor	CPI-SS043D3630C
1258	1274	LRRTM2	NRXN1	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	Ligand-Receptor	CPI-SS0E5F8A5F7
1259	1274	LRRTM3	NRXN1	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	Ligand-Receptor	CPI-SS0626DF0EB
1260	1274	LRRTM4	NRXN1	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	Ligand-Receptor	CPI-SS03466C597
1264	1274	NLGN1	NRXN1	Signaling by Neuroligin	Ligand-Receptor	CPI-SS0D2DF7881
1265	1274	NLGN2	NRXN1	Signaling by Neuroligin	Ligand-Receptor	CPI-SS0B360C289
1266	1274	NLGN3	NRXN1	Signaling by Neuroligin	Ligand-Receptor	CPI-SS0613D0B62
1267	1274	NLGN4X	NRXN1	Signaling by Neuroligin	Ligand-Receptor	CPI-SS0FA378947
1268	1274	NLGN4Y	NRXN1	Signaling by Neuroligin	Ligand-Receptor	CPI-SS0CCB5F46B
1188	1276	CLSTN1	NRXN2	Signaling by Calsyntenin	Ligand-Receptor	CPI-SS0BF9265F0
1189	1276	CLSTN2	NRXN2	Signaling by Calsyntenin	Ligand-Receptor	CPI-SS093707FE0
1190	1276	CLSTN3	NRXN2	Signaling by Calsyntenin	Ligand-Receptor	CPI-SS0C1A7F44C
1257	1276	LRRTM1	NRXN2	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	Ligand-Receptor	CPI-SS0888FD8F7
1258	1276	LRRTM2	NRXN2	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	Ligand-Receptor	CPI-SS023A16921
1259	1276	LRRTM3	NRXN2	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	Ligand-Receptor	CPI-SS08D8F6957
1260	1276	LRRTM4	NRXN2	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	Ligand-Receptor	CPI-SS06157E5AF
1264	1276	NLGN1	NRXN2	Signaling by Neuroligin	Ligand-Receptor	CPI-SS0CF0A8519
1265	1276	NLGN2	NRXN2	Signaling by Neuroligin	Ligand-Receptor	CPI-SS0934535FF
1266	1276	NLGN3	NRXN2	Signaling by Neuroligin	Ligand-Receptor	CPI-SS074EA7741
1267	1276	NLGN4X	NRXN2	Signaling by Neuroligin	Ligand-Receptor	CPI-SS0E988B9C0
1268	1276	NLGN4Y	NRXN2	Signaling by Neuroligin	Ligand-Receptor	CPI-SS07C26C799
434	640	CCL1	CCR8	Signaling by Chemokines	Ligand-Receptor	CPI-SS0B784A03E
79	640	CCL16	CCR8	Signaling by Chemokines	Ligand-Receptor	CPI-SS03A875239
664	640	CCL18	CCR8	Signaling by Chemokines	Ligand-Receptor	CPI-SS0F8AFE595
635	57	CCL11	ACKR2	Signaling by Chemokines	Ligand-Receptor	CPI-SS0D4403860
926	57	CCL13	ACKR2	Signaling by Chemokines	Ligand-Receptor	CPI-SS0F60C6D89
795	57	CCL14	ACKR2	Signaling by Chemokines	Ligand-Receptor	CPI-SS004B1EBD1
335	57	CCL2	ACKR2	Signaling by Chemokines	Ligand-Receptor	CPI-SS010BB499F
304	57	CCL3	ACKR2	Signaling by Chemokines	Ligand-Receptor	CPI-SS0B03ACD14
333	57	CCL4	ACKR2	Signaling by Chemokines	Ligand-Receptor	CPI-SS087BEB1C9
336	57	CCL5	ACKR2	Signaling by Chemokines	Ligand-Receptor	CPI-SS0E555F91F
690	57	CCL7	ACKR2	Signaling by Chemokines	Ligand-Receptor	CPI-SS0FD442A0E
689	57	CCL8	ACKR2	Signaling by Chemokines	Ligand-Receptor	CPI-SS0F6F1C29E
635	636	CCL11	CCR3	Signaling by Chemokines	Ligand-Receptor	CPI-SS0F33890C0
926	636	CCL13	CCR3	Signaling by Chemokines	Ligand-Receptor	CPI-SS09DAE86C9
795	636	CCL14	CCR3	Signaling by Chemokines	Ligand-Receptor	CPI-SS07D36FFB5
796	636	CCL15	CCR3	Signaling by Chemokines	Ligand-Receptor	CPI-SS0223F2B31
40	636	CCL24	CCR3	Signaling by Chemokines	Ligand-Receptor	CPI-SS0B0AC1603
1047	636	CCL26	CCR3	Signaling by Chemokines	Ligand-Receptor	CPI-SS01FCCEBB9
304	636	CCL3	CCR3	Signaling by Chemokines	Ligand-Receptor	CPI-SS08BFF4F9B
374	636	CCL3L1	CCR3	Signaling by Chemokines	Ligand-Receptor	CPI-SS0C6311D2D
336	636	CCL5	CCR3	Signaling by Chemokines	Ligand-Receptor	CPI-SS0F6B529A1
690	636	CCL7	CCR3	Signaling by Chemokines	Ligand-Receptor	CPI-SS008CEEAB9
689	636	CCL8	CCR3	Signaling by Chemokines	Ligand-Receptor	CPI-SS0DF6991A8
635	467	CCL11	DPP4	Signaling by Chemokines	Ligand-Receptor	CPI-SS0491EECEA
59	467	CCL22	DPP4	Signaling by Chemokines	Ligand-Receptor	CPI-SS0AEC33FF1
213	467	CXCL10	DPP4	Signaling by Chemokines	Ligand-Receptor	CPI-SS0FDAB7BA8
62	467	CXCL11	DPP4	Signaling by Chemokines	Ligand-Receptor	CPI-SS0CC738ABC
611	467	CXCL12	DPP4	Signaling by Chemokines	Ligand-Receptor	CPI-SS0B1B18F2D
397	467	CXCL2	DPP4	Signaling by Chemokines	Ligand-Receptor	CPI-SS0CDAC688B
726	467	CXCL9	DPP4	Signaling by Chemokines	Ligand-Receptor	CPI-SS068BC31E4
926	576	CCL13	CCR2	Signaling by Chemokines	Ligand-Receptor	CPI-SS02647DD07
79	576	CCL16	CCR2	Signaling by Chemokines	Ligand-Receptor	CPI-SS093922D5A
335	576	CCL2	CCR2	Signaling by Chemokines	Ligand-Receptor	CPI-SS0CF0E4DE9
1047	576	CCL26	CCR2	Signaling by Chemokines	Ligand-Receptor	CPI-SS0C2E7931B
690	576	CCL7	CCR2	Signaling by Chemokines	Ligand-Receptor	CPI-SS0F5AA0D9B
689	576	CCL8	CCR2	Signaling by Chemokines	Ligand-Receptor	CPI-SS019381277
795	515	CCL14	CCR1	Signaling by Chemokines	Ligand-Receptor	CPI-SS01CBCD4BF
796	515	CCL15	CCR1	Signaling by Chemokines	Ligand-Receptor	CPI-SS0A76E2CE9
79	515	CCL16	CCR1	Signaling by Chemokines	Ligand-Receptor	CPI-SS0348B76E5
663	515	CCL23	CCR1	Signaling by Chemokines	Ligand-Receptor	CPI-SS049DF2278
1047	515	CCL26	CCR1	Signaling by Chemokines	Ligand-Receptor	CPI-SS0F06E4B3F
304	515	CCL3	CCR1	Signaling by Chemokines	Ligand-Receptor	CPI-SS08DA48A5A
374	515	CCL3L1	CCR1	Signaling by Chemokines	Ligand-Receptor	CPI-SS0817CE2B3
336	515	CCL5	CCR1	Signaling by Chemokines	Ligand-Receptor	CPI-SS0A021DB6E
690	515	CCL7	CCR1	Signaling by Chemokines	Ligand-Receptor	CPI-SS02CC53E89
689	515	CCL8	CCR1	Signaling by Chemokines	Ligand-Receptor	CPI-SS087054090
79	963	CCL16	HRH4	Signaling by Chemokines	Ligand-Receptor	CPI-SS04587A7C5
1466	963	HDC	HRH4	Signaling by Histamine	Ligand-Receptor	CPI-CS0B6CBE509
889	637	CCL17	CCR4	Signaling by Chemokines	Ligand-Receptor	CPI-SS0EDD38B58
59	637	CCL22	CCR4	Signaling by Chemokines	Ligand-Receptor	CPI-SS052B38F1C
336	637	CCL5	CCR4	Signaling by Chemokines	Ligand-Receptor	CPI-SS0EA05941A
931	983	CCL19	ACKR4	Signaling by Chemokines	Ligand-Receptor	CPI-SS00AEC3818
56	983	CCL21	ACKR4	Signaling by Chemokines	Ligand-Receptor	CPI-SS0ECD9BB5E
78	983	CCL25	ACKR4	Signaling by Chemokines	Ligand-Receptor	CPI-SS0CCD89E02
94	983	CXCL13	ACKR4	Signaling by Chemokines	Ligand-Receptor	CPI-SS083B5EBAB
931	516	CCL19	CCR7	Signaling by Chemokines	Ligand-Receptor	CPI-SS09239FB26
56	516	CCL21	CCR7	Signaling by Chemokines	Ligand-Receptor	CPI-SS06C0074BD
931	50	CCL19	CCRL2	Signaling by Chemokines	Ligand-Receptor	CPI-SS0605AC9BF
934	50	RARRES2	CCRL2	Signaling by Retinoid acid	Ligand-Receptor	CPI-SS09EB0DFB1
335	791	CCL2	ACKR1	Signaling by Chemokines	Ligand-Receptor	CPI-SS0DBFB8BEA
336	791	CCL5	ACKR1	Signaling by Chemokines	Ligand-Receptor	CPI-SS05B7D3407
287	791	CXCL1	ACKR1	Signaling by Chemokines	Ligand-Receptor	CPI-SS052BBD9F9
303	791	CXCL8	ACKR1	Signaling by Chemokines	Ligand-Receptor	CPI-SS0911EECCC
688	639	CCL20	CCR6	Signaling by Chemokines	Ligand-Receptor	CPI-SS0079E2156
78	641	CCL25	CCR9	Signaling by Chemokines	Ligand-Receptor	CPI-SS039863E62
1054	597	CCL27	CCR10	Signaling by Chemokines	Ligand-Receptor	CPI-SS0BFCF6B11
993	597	CCL28	CCR10	Signaling by Chemokines	Ligand-Receptor	CPI-SS0BCCA6596
304	638	CCL3	CCR5	Signaling by Chemokines	Ligand-Receptor	CPI-SS0C090A257
333	638	CCL4	CCR5	Signaling by Chemokines	Ligand-Receptor	CPI-SS0D1D95883
336	638	CCL5	CCR5	Signaling by Chemokines	Ligand-Receptor	CPI-SS0B01D306C
690	638	CCL7	CCR5	Signaling by Chemokines	Ligand-Receptor	CPI-SS09C16258E
689	638	CCL8	CCR5	Signaling by Chemokines	Ligand-Receptor	CPI-SS0C30EC0DE
336	137	CCL5	GPR75	Signaling by Chemokines	Ligand-Receptor	CPI-SS0BDA6DD92
211	448	PPBP	CXCR1	Signaling by Chemokines	Ligand-Receptor	CPI-SS07AB1C381
287	448	CXCL1	CXCR1	Signaling by Chemokines	Ligand-Receptor	CPI-SS0C62E5DD8
582	448	CXCL5	CXCR1	Signaling by Chemokines	Ligand-Receptor	CPI-SS0BC034428
691	448	CXCL6	CXCR1	Signaling by Chemokines	Ligand-Receptor	CPI-SS03818E1DD
303	448	CXCL8	CXCR1	Signaling by Chemokines	Ligand-Receptor	CPI-SS0698C4DC4
211	449	PPBP	CXCR2	Signaling by Chemokines	Ligand-Receptor	CPI-SS0C491A3C1
287	449	CXCL1	CXCR2	Signaling by Chemokines	Ligand-Receptor	CPI-SS08102DC9E
397	449	CXCL2	CXCR2	Signaling by Chemokines	Ligand-Receptor	CPI-SS0F562FEA5
398	449	CXCL3	CXCR2	Signaling by Chemokines	Ligand-Receptor	CPI-SS09185EA8F
582	449	CXCL5	CXCR2	Signaling by Chemokines	Ligand-Receptor	CPI-SS00270ECE6
691	449	CXCL6	CXCR2	Signaling by Chemokines	Ligand-Receptor	CPI-SS093B46106
303	449	CXCL8	CXCR2	Signaling by Chemokines	Ligand-Receptor	CPI-SS0315F51DD
684	620	CX3CL1	CX3CR1	Signaling by Chemokines	Ligand-Receptor	CPI-SS0388C9C86
213	622	CXCL10	CXCR3	Signaling by Chemokines	Ligand-Receptor	CPI-SS080683E15
62	622	CXCL11	CXCR3	Signaling by Chemokines	Ligand-Receptor	CPI-SS09FAC4977
726	622	CXCL9	CXCR3	Signaling by Chemokines	Ligand-Receptor	CPI-SS09A1EB4B3
212	622	PF4	CXCR3		Ligand-Receptor	CPI-SS01A6823FA
62	1339	CXCL11	ACKR3	Signaling by Chemokines	Ligand-Receptor	CPI-SS0747FCACD
611	678	CXCL12	CXCR4	Signaling by Chemokines	Ligand-Receptor	CPI-SS0A28DCA72
133	678	CXCL14	CXCR4	Signaling by Chemokines	Ligand-Receptor	CPI-SS0669CC233
94	518	CXCL13	CXCR5	Signaling by Chemokines	Ligand-Receptor	CPI-SS0C2437E0D
960	54	CXCL16	CXCR6	Signaling by Chemokines	Ligand-Receptor	CPI-SS0B1535576
248	511	CCK	CCKAR	Signaling by Cholecystokinin	Ligand-Receptor	CPI-SS0EA96C304
179	511	GAST	CCKAR	Signaling by Gastrin	Ligand-Receptor	CPI-SS045E6542C
248	512	CCK	CCKBR	Signaling by Cholecystokinin	Ligand-Receptor	CPI-SS00AD71822
179	512	GAST	CCKBR	Signaling by Gastrin	Ligand-Receptor	CPI-SS0830AF8E6
1425	15	CEL	RORA	Signaling by Cholesterol	Ligand-Receptor	CPI-CS06A0713BD
1428	15	LIPA	RORA	Signaling by Cholesterol	Ligand-Receptor	CPI-CS0406B0B69
1426	15	DHCR24	RORA	Signaling by Cholesterol/Desmosterol	Ligand-Receptor	CPI-CS0D81115C8
1427	15	DHCR7	RORA	Signaling by Cholesterol/Desmosterol	Ligand-Receptor	CPI-CS06C6527F4
1425	17	CEL	RORC	Signaling by Cholesterol	Ligand-Receptor	CPI-CS0CDFC0C7D
1428	17	LIPA	RORC	Signaling by Cholesterol	Ligand-Receptor	CPI-CS0F51152EA
1426	17	DHCR24	RORC	Signaling by Cholesterol/Desmosterol	Ligand-Receptor	CPI-CS03D61E885
1427	17	DHCR7	RORC	Signaling by Cholesterol/Desmosterol	Ligand-Receptor	CPI-CS0BEF10547
1363	14	DHCR7	NR1H2	Signaling by Cholesterol/Desmosterol	Ligand-Receptor	CPI-CS086D3E39F
1363	3	DHCR7	NR1H3	Signaling by Cholesterol/Desmosterol	Ligand-Receptor	CPI-CS0DC57DE37
1622	1700	CHAT_SLC10A4	CHRNA1_CHRNB1_CHRND_CHRNE	Signaling by Choline acetyltransferase 	Ligand-Receptor	CPI-CC01E905EE4
1623	1700	CHAT_SLC18A3	CHRNA1_CHRNB1_CHRND_CHRNE	Signaling by Choline acetyltransferase 	Ligand-Receptor	CPI-CC0F96A1528
1624	1700	CHAT_SLC5A7	CHRNA1_CHRNB1_CHRND_CHRNE	Signaling by Choline acetyltransferase 	Ligand-Receptor	CPI-CC01B403DFA
1622	1699	CHAT_SLC10A4	CHRNA1_CHRNB1_CHRND_CHRNG	Signaling by Choline acetyltransferase 	Ligand-Receptor	CPI-CC05AF55A7C
1623	1699	CHAT_SLC18A3	CHRNA1_CHRNB1_CHRND_CHRNG	Signaling by Choline acetyltransferase 	Ligand-Receptor	CPI-CC04345D7C5
1624	1699	CHAT_SLC5A7	CHRNA1_CHRNB1_CHRND_CHRNG	Signaling by Choline acetyltransferase 	Ligand-Receptor	CPI-CC0CF0B806F
1622	1374	CHAT_SLC10A4	CHRNA3_CHRNB4	Signaling by Choline acetyltransferase 	Ligand-Receptor	CPI-CC073EF69CF
1623	1374	CHAT_SLC18A3	CHRNA3_CHRNB4	Signaling by Choline acetyltransferase 	Ligand-Receptor	CPI-CC0A14A9CBC
1624	1374	CHAT_SLC5A7	CHRNA3_CHRNB4	Signaling by Choline acetyltransferase 	Ligand-Receptor	CPI-CC055FABA12
1622	1701	CHAT_SLC10A4	CHRNA7	Signaling by Choline acetyltransferase 	Ligand-Receptor	CPI-CC0E96299D9
1623	1701	CHAT_SLC18A3	CHRNA7	Signaling by Choline acetyltransferase 	Ligand-Receptor	CPI-CC0A55D72E8
1624	1701	CHAT_SLC5A7	CHRNA7	Signaling by Choline acetyltransferase 	Ligand-Receptor	CPI-CC0A4E09DEF
1713	438	CGA_CGB1	LHCGR	Signaling by Choriogonadotropin	Ligand-Receptor	CPI-CS0304F03CA
1714	438	CGA_CGB2	LHCGR	Signaling by Choriogonadotropin	Ligand-Receptor	CPI-CS0EB8FBBDE
1715	438	CGA_CGB3	LHCGR	Signaling by Choriogonadotropin	Ligand-Receptor	CPI-CS055F9D8B7
1716	438	CGA_CGB7	LHCGR	Signaling by Choriogonadotropin	Ligand-Receptor	CPI-CS0FCFDA7E5
1463	438	CGA_LHB	LHCGR	Signaling by Choriogonadotropin	Ligand-Receptor	CPI-CS00442A4B6
167	438	LHB	LHCGR		Ligand-Receptor	CPI-SS0DEF5D0CE
1439	444	CGA_FSHB	FSHR	Signaling by Choriogonadotropin	Ligand-Receptor	CPI-CS0BCB7C0A7
166	444	FSHB	FSHR		Ligand-Receptor	CPI-SS035A3ADDF
1608	372	CGA_TSHB	TSHR	Signaling by Choriogonadotropin	Ligand-Receptor	CPI-CS057BB9EE5
1607	372	GPHA2_GPHB5	TSHR		Ligand-Receptor	CPI-CS08AEE70BD
165	372	TSHB	TSHR		Ligand-Receptor	CPI-SS0C7833961
18	624	C10orf99	GPR15		Ligand-Receptor	CPI-SS0DB4C4CC8
18	1024	C10orf99	SUSD2		Ligand-Receptor	CPI-SS045D94D48
1178	1166	C1QL1	ADGRB3	Signaling by Complement	Ligand-Receptor	CPI-SS0F62347D4
1174	1166	C1QL2	ADGRB3	Signaling by Complement	Ligand-Receptor	CPI-SS0EB51E2A2
1175	1166	C1QL3	ADGRB3	Signaling by Complement	Ligand-Receptor	CPI-SS0348885FD
1176	1166	C1QL4	ADGRB3	Signaling by Complement	Ligand-Receptor	CPI-SS035DE17DA
150	792	C3	C3AR1	Signaling by Complement	Ligand-Receptor	CPI-SS03E48EFEA
150	1013	C3	C5AR2	Signaling by Complement	Ligand-Receptor	CPI-SS00F4019EA
296	1013	C4A	C5AR2	Signaling by Complement	Ligand-Receptor	CPI-SS01E4E32AC
151	1013	C5	C5AR2	Signaling by Complement	Ligand-Receptor	CPI-SS0A7E3A1AF
151	421	C5	C5AR1	Signaling by Complement	Ligand-Receptor	CPI-SS00581282E
253	533	CRH	CRHR1	Signaling by Corticotropin-releasing factor	Ligand-Receptor	CPI-SS06B1216BE
659	533	UCN	CRHR1	Signaling by Urocortin/Urotensin	Ligand-Receptor	CPI-SS0A748917D
917	533	UCN2	CRHR1	Signaling by Urocortin/Urotensin	Ligand-Receptor	CPI-SS058394CAD
253	743	CRH	CRHR2	Signaling by Corticotropin-releasing factor	Ligand-Receptor	CPI-SS0A05319F5
659	743	UCN	CRHR2	Signaling by Urocortin/Urotensin	Ligand-Receptor	CPI-SS0E654708F
917	743	UCN2	CRHR2	Signaling by Urocortin/Urotensin	Ligand-Receptor	CPI-SS0EDEEE57E
900	743	UCN3	CRHR2	Signaling by Urocortin/Urotensin	Ligand-Receptor	CPI-SS017F03E67
290	256	CSF1	CSF1R	Signaling by Colony-Stimulating factor	Ligand-Receptor	CPI-SS0AB1F04A0
834	256	IL34	CSF1R	Signaling by Interleukin	Ligand-Receptor	CPI-SS015162AFC
223	1465	CSF2	CSF2RA_CSF2RB	Signaling by Colony-Stimulating factor	Ligand-Receptor	CPI-SC0DAAF158F
295	920	CSF3	CSF3R	Signaling by Colony-Stimulating factor	Ligand-Receptor	CPI-SS08376F0E6
1356	31	SULT1A1	PPARA	Signaling by Dehydroepiandrosterone	Ligand-Receptor	CPI-CS099F73A95
1360	31	SULT1E1	PPARA	Signaling by Dehydroepiandrosterone	Ligand-Receptor	CPI-CS0F71EE8D0
1361	31	SULT2A1	PPARA	Signaling by Dehydroepiandrosterone	Ligand-Receptor	CPI-CS0FF565F1C
1355	31	UBASH3B	PPARA	Signaling by Dehydroepiandrosterone	Ligand-Receptor	CPI-CS0259A0EB4
1356	26	SULT1A1	PPARD	Signaling by Dehydroepiandrosterone	Ligand-Receptor	CPI-CS0D89E7C19
1360	26	SULT1E1	PPARD	Signaling by Dehydroepiandrosterone	Ligand-Receptor	CPI-CS06B596CD2
1361	26	SULT2A1	PPARD	Signaling by Dehydroepiandrosterone	Ligand-Receptor	CPI-CS04A65DD62
1356	22	SULT1A1	PPARG	Signaling by Dehydroepiandrosterone	Ligand-Receptor	CPI-CS0412B081A
1360	22	SULT1E1	PPARG	Signaling by Dehydroepiandrosterone	Ligand-Receptor	CPI-CS0917E42F5
1361	22	SULT2A1	PPARG	Signaling by Dehydroepiandrosterone	Ligand-Receptor	CPI-CS0006C277B
83	1573	DHH	BOC_PTCH1	Signaling by Desert hedgehog	Ligand-Receptor	CPI-SC006556DF8
770	1573	IHH	BOC_PTCH1	Signaling by Indian hedgehog	Ligand-Receptor	CPI-SC0037338E6
781	1573	SHH	BOC_PTCH1	Signaling by Sonic hedgehog	Ligand-Receptor	CPI-SC006170BDC
83	1574	DHH	CDON_PTCH1	Signaling by Desert hedgehog	Ligand-Receptor	CPI-SC0ABE55781
770	1574	IHH	CDON_PTCH1	Signaling by Indian hedgehog	Ligand-Receptor	CPI-SC036B73615
781	1574	SHH	CDON_PTCH1	Signaling by Sonic hedgehog	Ligand-Receptor	CPI-SC08B0B5F27
83	1575	DHH	GAS1_PTCH1	Signaling by Desert hedgehog	Ligand-Receptor	CPI-SC03021510C
770	1575	IHH	GAS1_PTCH1	Signaling by Indian hedgehog	Ligand-Receptor	CPI-SC0C3E862AA
781	1575	SHH	GAS1_PTCH1	Signaling by Sonic hedgehog	Ligand-Receptor	CPI-SC07F2D6624
83	915	DHH	HHIP	Signaling by Desert hedgehog	Ligand-Ligand	CPI-SS07C846DEE
770	915	IHH	HHIP	Signaling by Indian hedgehog	Ligand-Ligand	CPI-SS055233B99
781	915	SHH	HHIP	Signaling by Sonic hedgehog	Ligand-Ligand	CPI-SS0F7A89A4F
1369	23	DHRS9	PGR	Signaling by Steroids	Ligand-Receptor	CPI-CS072C12EF4
1564	23	HSD3B1	PGR	Signaling by Progesterone	Ligand-Receptor	CPI-CS0B678BD26
1531	643	TYR	GPR143	Signaling by Serotonin/Dopamine	Ligand-Receptor	CPI-CS034170CC8
1202	1106	EDN1	EDNRA	Signaling by Endothelin	Ligand-Receptor	CPI-SS0D8632EB4
1116	1106	EDN2	EDNRA	Signaling by Endothelin	Ligand-Receptor	CPI-SS056AA08CF
1203	1106	EDN3	EDNRA	Signaling by Endothelin	Ligand-Receptor	CPI-SS03D5CBF55
1202	1204	EDN1	EDNRB	Signaling by Endothelin	Ligand-Receptor	CPI-SS09B92F236
1116	1204	EDN2	EDNRB	Signaling by Endothelin	Ligand-Receptor	CPI-SS0CA5B3B8E
1203	1204	EDN3	EDNRB	Signaling by Endothelin	Ligand-Receptor	CPI-SS0696491A3
411	419	EFNA1	EPHA1	Signaling by Ephrin	Ligand-Receptor	CPI-SS0FF49C823
93	419	EFNA2	EPHA1	Signaling by Ephrin	Ligand-Receptor	CPI-SS0B34CBA4B
644	419	EFNA3	EPHA1	Signaling by Ephrin	Ligand-Receptor	CPI-SS0222DF7B4
645	419	EFNA4	EPHA1	Signaling by Ephrin	Ligand-Receptor	CPI-SS05BB5902B
647	419	EFNA5	EPHA1	Signaling by Ephrin	Ligand-Receptor	CPI-SS04E33D0FB
411	481	EFNA1	EPHA2	Signaling by Ephrin	Ligand-Receptor	CPI-SS046F6F0C1
93	481	EFNA2	EPHA2	Signaling by Ephrin	Ligand-Receptor	CPI-SS08A54963F
644	481	EFNA3	EPHA2	Signaling by Ephrin	Ligand-Receptor	CPI-SS0CBCBBA83
645	481	EFNA4	EPHA2	Signaling by Ephrin	Ligand-Receptor	CPI-SS0475BE8ED
647	481	EFNA5	EPHA2	Signaling by Ephrin	Ligand-Receptor	CPI-SS09587DA63
696	481	EFNB1	EPHA2	Signaling by Ephrin	Ligand-Receptor	CPI-SS0087A3F67
411	482	EFNA1	EPHA3	Signaling by Ephrin	Ligand-Receptor	CPI-SS09CA492BA
93	482	EFNA2	EPHA3	Signaling by Ephrin	Ligand-Receptor	CPI-SS0C875BA24
644	482	EFNA3	EPHA3	Signaling by Ephrin	Ligand-Receptor	CPI-SS0EF309375
645	482	EFNA4	EPHA3	Signaling by Ephrin	Ligand-Receptor	CPI-SS0D1D8FF06
647	482	EFNA5	EPHA3	Signaling by Ephrin	Ligand-Receptor	CPI-SS0C70ADA28
411	655	EFNA1	EPHA4	Signaling by Ephrin	Ligand-Receptor	CPI-SS0EBFE1854
93	655	EFNA2	EPHA4	Signaling by Ephrin	Ligand-Receptor	CPI-SS0E63AB61E
644	655	EFNA3	EPHA4	Signaling by Ephrin	Ligand-Receptor	CPI-SS05B4EB419
645	655	EFNA4	EPHA4	Signaling by Ephrin	Ligand-Receptor	CPI-SS0659DBE72
647	655	EFNA5	EPHA4	Signaling by Ephrin	Ligand-Receptor	CPI-SS0FC01B947
696	655	EFNB1	EPHA4	Signaling by Ephrin	Ligand-Receptor	CPI-SS03446CB39
646	655	EFNB2	EPHA4	Signaling by Ephrin	Ligand-Receptor	CPI-SS087E0E3FB
785	655	EFNB3	EPHA4	Signaling by Ephrin	Ligand-Receptor	CPI-SS084B1ED25
411	652	EFNA1	EPHA5	Signaling by Ephrin	Ligand-Receptor	CPI-SS0762B455F
