ligand,receptor,classification,directionality,id_cp_interaction,signaling_type
IL4,IL13RA1_IL4R,Signaling by Interleukin,Ligand-Receptor,CPI-SC023416061,Secreted Signaling
IL13,IL13RA2,Signaling by Interleukin,Ligand-Receptor,CPI-SS066FBE098,Secreted Signaling
IL15,IL15RA_IL2RB,Signaling by Interleukin,Ligand-Receptor,CPI-SC0C6EBD4D8,Secreted Signaling
IL17A_IL17F,IL17RA_IL17RC,Signaling by Interleukin,Ligand-Receptor,CPI-CC06B463FFC,Secreted Signaling
IL17F,IL17RA_IL17RC,Signaling by Interleukin,Ligand-Receptor,CPI-SC02A0FA6D4,Secreted Signaling
IL17C,IL17RA_IL17RE,Signaling by Interleukin,Ligand-Receptor,CPI-SC0BB896AE4,Secreted Signaling
IL18,IL18R1_IL18RAP,Signaling by Interleukin,Ligand-Receptor,CPI-SC09CC14C07,Secreted Signaling
IL19,IL20RA_IL20RB,Signaling by Interleukin,Ligand-Receptor,CPI-SC04A53DBF4,Secreted Signaling
IL20,IL20RA_IL20RB,Signaling by Interleukin,Ligand-Receptor,CPI-SC011731570,Secreted Signaling
IL24,IL20RA_IL20RB,Signaling by Interleukin,Ligand-Receptor,CPI-SC0BB766C68,Secreted Signaling
IL1A,IL1R1_IL1RAP,Signaling by Interleukin,Ligand-Receptor,CPI-SC0A7A5EEB3,Secreted Signaling
IL1B,IL1R1_IL1RAP,Signaling by Interleukin,Ligand-Receptor,CPI-SC0D5A18C2E,Secreted Signaling
IL1RN,IL1R1_IL1RAP,Signaling by Interleukin,Ligand-Receptor,CPI-SC06CA2BDAB,Secreted Signaling
IL1A,IL1R2_IL1RAP,Signaling by Interleukin,Ligand-Receptor,CPI-SC0629FB330,Secreted Signaling
IL1B,IL1R2_IL1RAP,Signaling by Interleukin,Ligand-Receptor,CPI-SC01BC018A0,Secreted Signaling
IL1RN,IL1R2_IL1RAP,Signaling by Interleukin,Ligand-Receptor,CPI-SC0CEE7CCC6,Secreted Signaling
IL1F10,IL1RAP_IL1RL2,Signaling by Interleukin,Ligand-Receptor,CPI-SC038482032,Secreted Signaling
IL36A,IL1RAP_IL1RL2,Signaling by Interleukin,Ligand-Receptor,CPI-SC0116DFCC5,Secreted Signaling
IL36B,IL1RAP_IL1RL2,Signaling by Interleukin,Ligand-Receptor,CPI-SC09328ED75,Secreted Signaling
IL36G,IL1RAP_IL1RL2,Signaling by Interleukin,Ligand-Receptor,CPI-SC01F1DB97B,Secreted Signaling
IL36RN,IL1RAP_IL1RL2,Signaling by Interleukin,Ligand-Receptor,CPI-SC00798A43E,Secreted Signaling
IL1RAP,PTPRF,Signaling by Interleukin,Adhesion-Adhesion,CPI-SS0E12A78EF,Cell-Cell Contact
LRRC4B,PTPRF,Signaling by Leucine Rich Repeat And Fibronectin,Ligand-Receptor,CPI-SS0D8DC28C6,Cell-Cell Contact
LRRC4C,PTPRF,Signaling by Leucine Rich Repeat And Fibronectin,Ligand-Receptor,CPI-SS00373B59C,Cell-Cell Contact
LRFN4,PTPRF,Signaling by Leucine Rich Repeat And Fibronectin,Ligand-Receptor,CPI-SS0F023190B,Cell-Cell Contact
LRFN5,PTPRF,Signaling by Leucine Rich Repeat And Fibronectin,Ligand-Receptor,CPI-SS0CBB9D57D,Cell-Cell Contact
IL2,IL2RA_IL2RB_IL2RG,Signaling by Interleukin,Ligand-Receptor,CPI-SC0114881C6,Secreted Signaling
IL2,IL2RB_IL2RG,Signaling by Interleukin,Ligand-Receptor,CPI-SC0DE80D39C,Secreted Signaling
IL20,IL20RB_IL22RA1,Signaling by Interleukin,Ligand-Receptor,CPI-SC0047E083C,Secreted Signaling
IL24,IL20RB_IL22RA1,Signaling by Interleukin,Ligand-Receptor,CPI-SC0E9FD5822,Secreted Signaling
IL21,IL21R_IL2RG,Signaling by Interleukin,Ligand-Receptor,CPI-SC01684BC2F,Secreted Signaling
IL22,IL10RB_IL22RA1,Signaling by Interleukin,Ligand-Receptor,CPI-SC052CCA5BF,Secreted Signaling
IL25,IL17RA_IL17RB,Signaling by Interleukin,Ligand-Receptor,CPI-SC0E7A581B3,Secreted Signaling
IL26,IL10RB_IL20RA,Signaling by Interleukin,Ligand-Receptor,CPI-SC0F4F95585,Secreted Signaling
IL3,CSF2RB_IL3RA,Signaling by Interleukin,Ligand-Receptor,CPI-SC03898BCD9,Secreted Signaling
IL33,IL1RAP_IL1RL1,Signaling by Interleukin,Ligand-Receptor,CPI-SC0A2B4E2CE,Secreted Signaling
IL37,IL18R1_SIGIRR,Signaling by Interleukin,Ligand-Receptor,CPI-SC025EE7104,Secreted Signaling
IL4,IL2RG_IL4R,Signaling by Interleukin,Ligand-Receptor,CPI-SC0C7198849,Secreted Signaling
IL5,CSF2RB_IL5RA,Signaling by Interleukin,Ligand-Receptor,CPI-SC0C37FB4AC,Secreted Signaling
IL6,IL6R_IL6ST,Signaling by Interleukin,Ligand-Receptor,CPI-SC0E81D7329,Secreted Signaling
IL7,IL2RG_IL7R,Signaling by Interleukin,Ligand-Receptor,CPI-SC0089DC473,Secreted Signaling
IL9,IL2RG_IL9R,Signaling by Interleukin,Ligand-Receptor,CPI-SC0527CE995,Secreted Signaling
RAET1E,HCST_KLRK1,Signaling by Killer Cell Lectin Like Receptor K1,Ligand-Receptor,CPI-SC0240A44BC,Cell-Cell Contact
RAET1G,HCST_KLRK1,Signaling by Killer Cell Lectin Like Receptor K1,Ligand-Receptor,CPI-SC0A30300BD,Cell-Cell Contact
RAET1L,HCST_KLRK1,Signaling by Killer Cell Lectin Like Receptor K1,Ligand-Receptor,CPI-SC0AAC92741,Cell-Cell Contact
ULBP1,HCST_KLRK1,Signaling by Killer Cell Lectin Like Receptor K1,Ligand-Receptor,CPI-SC07B215915,Secreted Signaling
ULBP2,HCST_KLRK1,Signaling by Killer Cell Lectin Like Receptor K1,Ligand-Receptor,CPI-SC013345660,Secreted Signaling
ULBP3,HCST_KLRK1,Signaling by Killer Cell Lectin Like Receptor K1,Ligand-Receptor,CPI-SC059E0FCB6,Secreted Signaling
MICA,HCST_KLRK1,,Ligand-Receptor,CPI-SC0324880F8,Cell-Cell Contact
MICB,HCST_KLRK1,,Ligand-Receptor,CPI-SC00BFC481D,Cell-Cell Contact
KNG1,BDKRB1,Signaling by Kininogen,Ligand-Receptor,CPI-SS075D9B9AD,Secreted Signaling
KNG1,BDKRB2,Signaling by Kininogen,Ligand-Receptor,CPI-SS0F21F1570,Secreted Signaling
LEFTY1,TDGF1,Signaling by Left-right determination factor,Ligand-Receptor,CPI-SS0E9F84F1F,Secreted Signaling
LEFTY2,TDGF1,Signaling by Left-right determination factor,Ligand-Receptor,CPI-SS033A27302,Secreted Signaling
CLEC2A,KLRF2,Signaling by Leptin,Ligand-Receptor,CPI-SS0CD8D0164,Cell-Cell Contact
CLEC2B,KLRF1,Signaling by Leptin,Ligand-Receptor,CPI-SS025C8F785,Cell-Cell Contact
LRRC4B,PTPRD,Signaling by Leucine Rich Repeat And Fibronectin,Ligand-Receptor,CPI-SS0E0D00210,Cell-Cell Contact
LRFN4,PTPRD,Signaling by Leucine Rich Repeat And Fibronectin,Ligand-Receptor,CPI-SS0FA9304CE,Cell-Cell Contact
LRFN5,PTPRD,Signaling by Leucine Rich Repeat And Fibronectin,Ligand-Receptor,CPI-SS081E1A895,Cell-Cell Contact
NLGN3,PTPRD,Signaling by Neuroligin,Ligand-Receptor,CPI-SS08069FE13,Secreted Signaling
SLITRK1,PTPRD,Signaling by SLIT and NTRK-like protein,Ligand-Receptor,CPI-SS0522C3A29,Secreted Signaling
SLITRK2,PTPRD,Signaling by SLIT and NTRK-like protein,Ligand-Receptor,CPI-SS09B85D556,Secreted Signaling
SLITRK3,PTPRD,Signaling by SLIT and NTRK-like protein,Ligand-Receptor,CPI-SS044E718AF,Secreted Signaling
DPEP1,CYSLTR1,Signaling by Lipoxin/Leukotriene,Ligand-Receptor,CPI-CS0150916A7,Secreted Signaling
DPEP2,CYSLTR1,Signaling by Lipoxin/Leukotriene,Ligand-Receptor,CPI-CS048E474A5,Secreted Signaling
DPEP3,CYSLTR1,Signaling by Lipoxin/Leukotriene,Ligand-Receptor,CPI-CS0C89AD6A7,Secreted Signaling
GGT1,CYSLTR1,Signaling by Lipoxin/Leukotriene,Ligand-Receptor,CPI-CS066F8F865,Secreted Signaling
GGT1_GGT5,CYSLTR1,Signaling by Lipoxin/Leukotriene,Ligand-Receptor,CPI-CS0C4ABE334,Secreted Signaling
LTC4S,CYSLTR1,Signaling by Lipoxin/Leukotriene,Ligand-Receptor,CPI-CS0215886EA,Secreted Signaling
ALOX12,CYSLTR1,Signaling by Lipoxin/Leukotriene,Ligand-Receptor,CPI-CS0C1CAC8F7,Secreted Signaling
ALOX5_ALOX5AP_LTC4S,CYSLTR1,Signaling by Lipoxin/Leukotriene,Ligand-Receptor,CPI-CS0891F5216,Secreted Signaling
ALOX5_ALOX5AP_LTC4S,CYSLTR1,Signaling by Lipoxin/Leukotriene,Ligand-Receptor,CPI-CS087E1C654,Secreted Signaling
DPEP1,CYSLTR2,Signaling by Lipoxin/Leukotriene,Ligand-Receptor,CPI-CS08225A985,Secreted Signaling
DPEP2,CYSLTR2,Signaling by Lipoxin/Leukotriene,Ligand-Receptor,CPI-CS058C0BB88,Secreted Signaling
DPEP3,CYSLTR2,Signaling by Lipoxin/Leukotriene,Ligand-Receptor,CPI-CS0208210C9,Secreted Signaling
GGT1,CYSLTR2,Signaling by Lipoxin/Leukotriene,Ligand-Receptor,CPI-CS0E87D8FFA,Secreted Signaling
GGT1_GGT5,CYSLTR2,Signaling by Lipoxin/Leukotriene,Ligand-Receptor,CPI-CS0A0F970F5,Secreted Signaling
LTC4S,CYSLTR2,Signaling by Lipoxin/Leukotriene,Ligand-Receptor,CPI-CS077A507B6,Secreted Signaling
ALOX5_ALOX5AP_LTC4S,CYSLTR2,Signaling by Lipoxin/Leukotriene,Ligand-Receptor,CPI-CS01FC3CF4D,Secreted Signaling
GGT1_GGT5,GPR17,Signaling by Lipoxin/Leukotriene,Ligand-Receptor,CPI-CS0957C3253,Secreted Signaling
LTA4H,GPR17,Signaling by Lipoxin/Leukotriene,Ligand-Receptor,CPI-CS0AFE4D0CB,Secreted Signaling
ALOX5_ALOX5AP_LTC4S,GPR17,Signaling by Lipoxin/Leukotriene,Ligand-Receptor,CPI-CS00DCACEEE,Secreted Signaling
LTA4H,LTB4R,Signaling by Lipoxin/Leukotriene,Ligand-Receptor,CPI-CS047D9C0D7,Secreted Signaling
PTGR1,LTB4R,Signaling by Lipoxin/Leukotriene,Ligand-Receptor,CPI-CS0A5B6BD7A,Secreted Signaling
LTA4H,LTB4R2,Signaling by Lipoxin/Leukotriene,Ligand-Receptor,CPI-CS0F5B070C5,Secreted Signaling
PTGR1,LTB4R2,Signaling by Lipoxin/Leukotriene,Ligand-Receptor,CPI-CS04A56D5BE,Secreted Signaling
LTB,LTBR,Signaling by Lipoxin/Leukotriene,Ligand-Receptor,CPI-SS02C509183,Secreted Signaling
TNFSF14,LTBR,Signaling by Tumor necrosis factor,Ligand-Receptor,CPI-SS0859C173B,Secreted Signaling
ALOX5_ALOX5AP_LTC4S,OXER1,Signaling by Lipoxin/Leukotriene,Ligand-Receptor,CPI-CS016CDFE07,Secreted Signaling
XCL1,XCR1,Signaling by Lymphotactin,Ligand-Receptor,CPI-SS07EF9679E,Secreted Signaling
XCL2,XCR1,Signaling by Lymphotactin,Ligand-Receptor,CPI-SS0E29693E6,Secreted Signaling
LPAR1,ADGRE5,Signaling by Lysophosphatidic acid receptor,Receptor-Receptor,CPI-SS0E4245B64,Cell-Cell Contact
LPAR2,ADGRE5,Signaling by Lysophosphatidic acid receptor,Receptor-Receptor,CPI-SS076F4624B,Cell-Cell Contact
LPAR3,ADGRE5,Signaling by Lysophosphatidic acid receptor,Receptor-Receptor,CPI-SS046661AE7,Cell-Cell Contact
THY1,ADGRE5,Adhesion by antigen THY1,Adhesion-Adhesion,CPI-SS0118D1B89,Cell-Cell Contact
ITGAV_ITGB1,ADGRE5,Signaling by Integrin,Ligand-Receptor,CPI-CS0D69D106B,Secreted Signaling
ITGAV_ITGB3,ADGRE5,Signaling by Integrin,Ligand-Receptor,CPI-CS056DF06D6,Secreted Signaling
CD55,ADGRE5,,Ligand-Receptor,CPI-SS061A7E099,Cell-Cell Contact
SFTPD,ADGRE5,,Ligand-Receptor,CPI-SS0305C793D,Cell-Cell Contact
ASMT,MTNR1A,Signaling by Melatonin,Ligand-Receptor,CPI-CS05C6F5BDD,Secreted Signaling
ASMT,MTNR1B,Signaling by Melatonin,Ligand-Receptor,CPI-CS0586481F9,Secreted Signaling
MDK,ALK,Signaling by Midkine,Ligand-Receptor,CPI-SS012AFC842,Secreted Signaling
PTN,ALK,Signaling by Pleiotrophin,Ligand-Receptor,CPI-SS05D7900BF,Secreted Signaling
MDK,PTPRZ1,Signaling by Midkine,Ligand-Receptor,CPI-SS027E12A36,Secreted Signaling
PTN,PTPRZ1,Signaling by Pleiotrophin,Ligand-Receptor,CPI-SS04E690D72,Secreted Signaling
AMH,ACVR1_AMHR2,Signaling by Muellerian-inhibiting factor,Ligand-Receptor,CPI-SC0C68323CF,Secreted Signaling
AMH,AMHR2_BMPR1A,Signaling by Muellerian-inhibiting factor,Ligand-Receptor,CPI-SC077F81192,Secreted Signaling
AMH,AMHR2_BMPR1B,Signaling by Muellerian-inhibiting factor,Ligand-Receptor,CPI-SC09C7944F4,Secreted Signaling
NECTIN3,PVR,Signaling by Nectin,Ligand-Receptor,CPI-SS042FCC9BE,Cell-Cell Contact
NTN1,DCC,Signaling by Netrin,Ligand-Receptor,CPI-SS04F1CBF06,Cell-Cell Contact
NTN1,DSCAM,Signaling by Netrin,Ligand-Receptor,CPI-SS0E3C09735,Cell-Cell Contact
NTN1,UNC5A,Signaling by Netrin,Ligand-Receptor,CPI-SS0503D8A55,Cell-Cell Contact
NTN1,UNC5B,Signaling by Netrin,Ligand-Receptor,CPI-SS00C9DE87A,Cell-Cell Contact
NTN4,UNC5B,Signaling by Netrin,Ligand-Receptor,CPI-SS0C72D53A2,Cell-Cell Contact
NTN1,UNC5C,Signaling by Netrin,Ligand-Receptor,CPI-SS07660BCA2,Cell-Cell Contact
NTN4,UNC5D,Signaling by Netrin,Ligand-Receptor,CPI-SS0BA4E3F44,Cell-Cell Contact
NRXN1,DAG1,Signaling by Neurexin,Receptor-Receptor,CPI-SS085E14488,Cell-Cell Contact
NRXN2,DAG1,Signaling by Neurexin,Receptor-Receptor,CPI-SS0193D81E1,Cell-Cell Contact
NMS,NMUR1,Signaling by Neuromedin,Ligand-Receptor,CPI-SS0148BDF1C,Secreted Signaling
NMU,NMUR1,Signaling by Neuromedin,Ligand-Receptor,CPI-SS018BD4882,Secreted Signaling
NMS,NMUR2,Signaling by Neuromedin,Ligand-Receptor,CPI-SS0C849D294,Secreted Signaling
NMU,NMUR2,Signaling by Neuromedin,Ligand-Receptor,CPI-SS07B3139A0,Secreted Signaling
NPB,NPBWR1,Signaling by Neuropeptide precursor,Ligand-Receptor,CPI-SS031151895,Secreted Signaling
NPW,NPBWR1,Signaling by Neuropeptide precursor,Ligand-Receptor,CPI-SS0888931C5,Secreted Signaling
NPB,NPBWR2,Signaling by Neuropeptide precursor,Ligand-Receptor,CPI-SS014F62612,Secreted Signaling
NPW,NPBWR2,Signaling by Neuropeptide precursor,Ligand-Receptor,CPI-SS06EFFDDF4,Secreted Signaling
NPFF,NPFFR1,Signaling by Neuropeptide precursor,Ligand-Receptor,CPI-SS0C7FC7214,Secreted Signaling
NPFF,NPFFR2,Signaling by Neuropeptide precursor,Ligand-Receptor,CPI-SS06CA10698,Secreted Signaling
NPPA,NPR1,Signaling by Neuropeptide precursor,Ligand-Receptor,CPI-SS032AD1183,Secreted Signaling
NPS,NPSR1,Signaling by Neuropeptide precursor,Ligand-Receptor,CPI-SS0270A2CA9,Secreted Signaling
NTS,NTSR1,Signaling by Neurotensin,Ligand-Receptor,CPI-SS06C93E09A,Secreted Signaling
NTS,NTSR2,Signaling by Neurotensin,Ligand-Receptor,CPI-SS0BF87B9DD,Secreted Signaling
NRTN,GFRA2_RET,Signaling by Neurotrophin,Ligand-Receptor,CPI-SC060C69786,Secreted Signaling
NTF3,NTRK3,Signaling by Neurotrophin,Ligand-Receptor,CPI-SS05162C56B,Secreted Signaling
PTPRS,NTRK3,,Receptor-Receptor,CPI-SS01D36DDFA,Cell-Cell Contact
NODAL,ACVR1B_ACVR2A_CFC1,Signaling by NODAL,Ligand-Receptor,CPI-SC08F1D4358,Secreted Signaling
NODAL,ACVR1B_ACVR2A_TDGF1,Signaling by NODAL,Ligand-Receptor,CPI-SC08C72892F,Secreted Signaling
NODAL,ACVR1B_ACVR2B_CFC1,Signaling by NODAL,Ligand-Receptor,CPI-SC0397B3290,Secreted Signaling
NODAL,ACVR1B_ACVR2B_TDGF1,Signaling by NODAL,Ligand-Receptor,CPI-SC0C620668E,Secreted Signaling
NODAL,ACVR1C_ACVR2B_CFC1,Signaling by NODAL,Ligand-Receptor,CPI-SC0AB5E1FE3,Secreted Signaling
NODAL,ACVR1C_ACVR2B_TDGF1,Signaling by NODAL,Ligand-Receptor,CPI-SC061F99EF4,Secreted Signaling
CNTN1,NOTCH1,Signaling by Notch,Ligand-Receptor,CPI-SS0A6FCBF7C,Cell-Cell Contact
DLK1,NOTCH1,Signaling by Notch,Ligand-Receptor,CPI-SS0FC612D4D,Cell-Cell Contact
DLL1,NOTCH1,Signaling by Notch,Ligand-Receptor,CPI-SS04A5D6B6F,Cell-Cell Contact
DLL3,NOTCH1,Signaling by Notch,Ligand-Receptor,CPI-SS0E5A6ADB3,Cell-Cell Contact
DLL4,NOTCH1,Signaling by Notch,Ligand-Receptor,CPI-SS0AFCA0602,Cell-Cell Contact
JAG1,NOTCH1,Signaling by Notch,Ligand-Receptor,CPI-SS052ADA696,Cell-Cell Contact
JAG2,NOTCH1,Signaling by Notch,Ligand-Receptor,CPI-SS0DB3F5A37,Cell-Cell Contact
CNTN1,NOTCH2,Signaling by Notch,Ligand-Receptor,CPI-SS029811409,Cell-Cell Contact
DLK1,NOTCH2,Signaling by Notch,Ligand-Receptor,CPI-SS0E1A8414D,Cell-Cell Contact
DLL1,NOTCH2,Signaling by Notch,Ligand-Receptor,CPI-SS0423580E5,Cell-Cell Contact
DLL3,NOTCH2,Signaling by Notch,Ligand-Receptor,CPI-SS06BBCAC08,Cell-Cell Contact
DLL4,NOTCH2,Signaling by Notch,Ligand-Receptor,CPI-SS08E4D6FA9,Cell-Cell Contact
JAG1,NOTCH2,Signaling by Notch,Ligand-Receptor,CPI-SS060B82BBC,Cell-Cell Contact
JAG2,NOTCH2,Signaling by Notch,Ligand-Receptor,CPI-SS065B2DBAE,Cell-Cell Contact
CNTN1,MCAM,,Adhesion-Adhesion,CPI-SS0730D1EF3,Cell-Cell Contact
CNTN1,NRCAM,,Adhesion-Adhesion,CPI-SS0BDC912F3,Cell-Cell Contact
DLK1,NOTCH3,Signaling by Notch,Ligand-Receptor,CPI-SS007AA9FDE,Cell-Cell Contact
DLL1,NOTCH3,Signaling by Notch,Ligand-Receptor,CPI-SS047232C64,Cell-Cell Contact
DLL3,NOTCH3,Signaling by Notch,Ligand-Receptor,CPI-SS035E5A708,Cell-Cell Contact
DLL4,NOTCH3,Signaling by Notch,Ligand-Receptor,CPI-SS0938C6980,Cell-Cell Contact
JAG1,NOTCH3,Signaling by Notch,Ligand-Receptor,CPI-SS0B99F22A2,Cell-Cell Contact
JAG2,NOTCH3,Signaling by Notch,Ligand-Receptor,CPI-SS0263EFDDF,Cell-Cell Contact
DLK1,NOTCH4,Signaling by Notch,Ligand-Receptor,CPI-SS0D37C7C70,Cell-Cell Contact
DLL1,NOTCH4,Signaling by Notch,Ligand-Receptor,CPI-SS0FB5FE587,Cell-Cell Contact
DLL3,NOTCH4,Signaling by Notch,Ligand-Receptor,CPI-SS098C2FFC0,Cell-Cell Contact
DLL4,NOTCH4,Signaling by Notch,Ligand-Receptor,CPI-SS0558101D1,Cell-Cell Contact
JAG1,NOTCH4,Signaling by Notch,Ligand-Receptor,CPI-SS0837E9F59,Cell-Cell Contact
JAG2,NOTCH4,Signaling by Notch,Ligand-Receptor,CPI-SS096F3E0F2,Cell-Cell Contact
JAG1,CD46,,Ligand-Receptor,CPI-SS015B87133,Cell-Cell Contact
JAG1,VASN,,Ligand-Receptor,CPI-SS0EDD8CDD4,Cell-Cell Contact
JAG2,VASN,,Ligand-Receptor,CPI-SS02EEA092C,Cell-Cell Contact
OSM,IL6ST_LIFR,Signaling by Oncostatin-M precursor,Ligand-Receptor,CPI-SC0CDC669B3,Secreted Signaling
LIF,IL6ST_LIFR,,Ligand-Receptor,CPI-SC0F30798CC,Secreted Signaling
OSM,IL6ST_OSMR,Signaling by Oncostatin-M precursor,Ligand-Receptor,CPI-SC04DB1BDAB,Secreted Signaling
PDYN,OPRD1,Signaling by Opioid,Ligand-Receptor,CPI-SS0CD40D735,Secreted Signaling
PENK,OPRD1,Signaling by Opioid,Ligand-Receptor,CPI-SS0BD6EE954,Secreted Signaling
POMC,OPRD1,Signaling by Proopiomelanocortin,Ligand-Receptor,CPI-CS005209739,Secreted Signaling
PDYN,OPRK1,Signaling by Opioid,Ligand-Receptor,CPI-SS0AFFDEC0B,Secreted Signaling
PENK,OPRK1,Signaling by Opioid,Ligand-Receptor,CPI-SS0D1EF9598,Secreted Signaling
POMC,OPRK1,Signaling by Proopiomelanocortin,Ligand-Receptor,CPI-CS040CDD259,Secreted Signaling
PDYN,OPRM1,Signaling by Opioid,Ligand-Receptor,CPI-SS0D0DC29DB,Secreted Signaling
PENK,OPRM1,Signaling by Opioid,Ligand-Receptor,CPI-SS0D97012FB,Secreted Signaling
POMC,OPRM1,Signaling by Proopiomelanocortin,Ligand-Receptor,CPI-CS0FFD6263C,Secreted Signaling
PNOC,OPRL1,Signaling by Opioid,Ligand-Receptor,CPI-SS0DAB76F63,Secreted Signaling
HCRT,HCRTR1,Signaling by Orexin,Ligand-Receptor,CPI-SS084816B12,Secreted Signaling
HCRT,HCRTR2,Signaling by Orexin,Ligand-Receptor,CPI-SS02461AE98,Secreted Signaling
OXT,AVPR1A,Signaling by Oxytocin,Ligand-Receptor,CPI-SS0E8F8E4F1,Secreted Signaling
AVP,AVPR1A,Signaling by Vasopressin,Ligand-Receptor,CPI-SS00399ED03,Secreted Signaling
OXT,AVPR1B,Signaling by Oxytocin,Ligand-Receptor,CPI-SS03142ADA9,Secreted Signaling
AVP,AVPR1B,Signaling by Vasopressin,Ligand-Receptor,CPI-SS02D4E44C7,Secreted Signaling
OXT,AVPR2,Signaling by Oxytocin,Ligand-Receptor,CPI-SS0A5B111F1,Secreted Signaling
AVP,AVPR2,Signaling by Vasopressin,Ligand-Receptor,CPI-SS0FCF733EA,Secreted Signaling
OXT,OXTR,Signaling by Oxytocin,Ligand-Receptor,CPI-SS04B547174,Secreted Signaling
AVP,OXTR,Signaling by Vasopressin,Ligand-Receptor,CPI-SS0C916344D,Secreted Signaling
PTH,PTH1R,Signaling by Parathyroid hormone,Ligand-Receptor,CPI-SS0F32DB87D,Secreted Signaling
PTH2,PTH1R,Signaling by Parathyroid hormone,Ligand-Receptor,CPI-SS06CBEA807,Secreted Signaling
PTHLH,PTH1R,Signaling by Parathyroid hormone,Ligand-Receptor,CPI-SS0483CE4ED,Secreted Signaling
PTH,PTH2R,Signaling by Parathyroid hormone,Ligand-Receptor,CPI-SS0D87F8BD7,Secreted Signaling
PTH2,PTH2R,Signaling by Parathyroid hormone,Ligand-Receptor,CPI-SS07E3769D0,Secreted Signaling
PTHLH,PTH2R,Signaling by Parathyroid hormone,Ligand-Receptor,CPI-SS012B216F6,Secreted Signaling
PTHLH,PRLHR,Signaling by Parathyroid hormone,Ligand-Receptor,CPI-SS058E608D0,Secreted Signaling
NPY,PRLHR,Signaling by Pro-neuregulin,Ligand-Receptor,CPI-SS07EC71D8C,Secreted Signaling
PRLH,PRLHR,Signaling by Prolactin,Ligand-Receptor,CPI-SS0853B2D1C,Secreted Signaling
ADCYAP1,ADCYAP1R1,Signaling by Pituitary adenylate,Ligand-Receptor,CPI-SS0133239EA,Secreted Signaling
VIP,ADCYAP1R1,Signaling by Vasoactive Intestinal Peptide,Ligand-Receptor,CPI-SS06102CC06,Secreted Signaling
ADCYAP1,VIPR1,Signaling by Pituitary adenylate,Ligand-Receptor,CPI-SS062DED513,Secreted Signaling
SCT,VIPR1,Signaling by Secretin,Ligand-Receptor,CPI-SS0EC70F078,Secreted Signaling
VIP,VIPR1,Signaling by Vasoactive Intestinal Peptide,Ligand-Receptor,CPI-SS0C8A09915,Secreted Signaling
ADCYAP1,VIPR2,Signaling by Pituitary adenylate,Ligand-Receptor,CPI-SS02CCE14A7,Secreted Signaling
SCT,VIPR2,Signaling by Secretin,Ligand-Receptor,CPI-SS0CB25BBAE,Secreted Signaling
VIP,VIPR2,Signaling by Vasoactive Intestinal Peptide,Ligand-Receptor,CPI-SS05B60E59C,Secreted Signaling
PGF,FLT1,Signaling by Placenta growth factor,Ligand-Receptor,CPI-SS07361522F,Secreted Signaling
VEGFA,FLT1,Signaling by Vascular endothelial growth factor,Ligand-Receptor,CPI-SS0B9B3870A,Secreted Signaling
VEGFB,FLT1,Signaling by Vascular endothelial growth factor,Ligand-Receptor,CPI-SS00D51DD37,Secreted Signaling
PGF,FLT1_KDR,Signaling by Placenta growth factor,Ligand-Receptor,CPI-SC0B51DC960,Secreted Signaling
VEGFA,FLT1_KDR,Signaling by Vascular endothelial growth factor,Ligand-Receptor,CPI-SC0AFC650CD,Secreted Signaling
VEGFB,FLT1_KDR,Signaling by Vascular endothelial growth factor,Ligand-Receptor,CPI-SC03F1C301F,Secreted Signaling
PGF,NRP1,Signaling by Placenta growth factor,Ligand-Receptor,CPI-SS01790830C,Secreted Signaling
SEMA3A,NRP1,Signaling by Semaphorin,Ligand-Receptor,CPI-SS034083FFA,Secreted Signaling
VEGFA,NRP1,Signaling by Vascular endothelial growth factor,Ligand-Receptor,CPI-SS043E22BF5,Secreted Signaling
VEGFB,NRP1,Signaling by Vascular endothelial growth factor,Ligand-Receptor,CPI-SS00508D1C2,Secreted Signaling
PGF,NRP2,Signaling by Placenta growth factor,Ligand-Receptor,CPI-SS065D9259F,Secreted Signaling
SEMA3C,NRP2,Signaling by Semaphorin,Ligand-Receptor,CPI-SS0F67B526A,Secreted Signaling
SEMA3F,NRP2,Signaling by Semaphorin,Ligand-Receptor,CPI-SS0674B0F46,Secreted Signaling
VEGFA,NRP2,Signaling by Vascular endothelial growth factor,Ligand-Receptor,CPI-SS046F8AD8B,Secreted Signaling
PLAU,PLAUR,Signaling by Plasminogen Activator,Ligand-Receptor,CPI-SS036B08188,Secreted Signaling
PDGFA,PDGFRA,Signaling by Platelet-derived growth factor,Ligand-Receptor,CPI-SS0B70EB09E,Secreted Signaling
PDGFB,PDGFRA,Signaling by Platelet-derived growth factor,Ligand-Receptor,CPI-SS0FEEB187C,Secreted Signaling
PDGFC,PDGFRA,Signaling by Platelet-derived growth factor,Ligand-Receptor,CPI-SS06DA9B4FE,Secreted Signaling
PDGFB,PDGFRA_PDGFRB,Signaling by Platelet-derived growth factor,Ligand-Receptor,CPI-SC00DF4C861,Secreted Signaling
PDGFD,PDGFRA_PDGFRB,Signaling by Platelet-derived growth factor,Ligand-Receptor,CPI-SC042177446,Secreted Signaling
PDGFB,PDGFRB,Signaling by Platelet-derived growth factor,Ligand-Receptor,CPI-SS05A26A1DE,Secreted Signaling
PDGFD,PDGFRB,Signaling by Platelet-derived growth factor,Ligand-Receptor,CPI-SS0B3C76C9D,Secreted Signaling
